run,logs/wastesorting/scene_01_step50/thres_0-0,logs/wastesorting/scene_02_step50/thres_0-0,logs/wastesorting/scene_03_step50/thres_0-0,logs/wastesorting/scene_04_step50/thres_0-0,logs/wastesorting/scene_05_step50/thres_0-0
1,5.375,9.2769,7.681,2.5904,8.352
2,8.5347,3.7943,9.6923,8.4172,17.1728
3,8.9619,8.6581,5.2079,8.0486,3.9854
4,8.0041,9.4334,16.8061,8.0749,9.2962
5,8.7771,3.367,9.5151,10.2296,7.8026
6,4.511,7.9738,8.4139,8.5774,9.0901
7,15.1087,11.3497,2.7588,8.6886,11.4049
8,5.3067,9.0018,2.7178,5.4201,11.1857
9,2.7793,5.4248,7.5998,11.288,13.2955
10,6.2411,10.5268,7.0426,9.583,4.1182
11,2.8735,7.8551,6.5444,11.2254,9.0248
12,9.7646,13.3601,2.6254,15.3886,2.7754
13,9.9526,10.5566,10.0185,14.8521,8.5362
14,12.7444,10.6494,7.881,8.6472,11.6917
15,12.8612,13.0127,6.7429,4.0289,16.6732
16,4.3725,11.0361,12.0357,9.3587,14.2814
17,4.4198,4.1913,9.3963,2.5163,9.9612
18,13.1166,13.5291,7.8303,9.7925,10.5309
19,15.8942,9.063,11.7756,11.6471,13.1734
20,11.6374,12.1187,7.7658,9.5367,5.1541
21,14.4808,7.8228,10.4722,11.1505,9.7526
22,4.0496,8.7753,7.9675,9.3352,11.0745
23,3.9733,5.7405,12.1194,9.6241,10.0297
24,8.6178,2.6654,8.578,13.1687,10.4128
25,8.7806,10.7378,16.2642,13.9123,10.7567
26,11.7111,10.0499,10.1983,10.8466,11.2568
27,4.0508,9.337,11.4021,10.0572,3.8249
28,4.1882,9.6548,11.6455,6.4957,6.7892
29,9.5457,12.8323,3.8457,4.1405,7.2065
30,10.3216,9.6834,5.253,9.5678,8.6718
31,2.6949,7.755,6.7606,10.2964,13.5312
32,9.2099,7.8051,11.6096,6.4774,2.7335
33,8.6064,7.9443,2.6631,2.6949,9.6965
34,8.6696,9.0489,13.8766,4.2129,8.6313
35,5.9918,11.3711,4.129,8.7711,11.1811
36,4.921,7.7469,4.212,9.0452,15.0745
37,7.2411,12.319,2.7505,6.2597,2.6834
38,4.2043,5.365,7.8898,2.7108,10.333
39,6.7166,8.7971,2.7183,8.2096,4.2217
40,8.9006,3.9401,8.794,5.0211,7.0304
95% confidence interval,6.8389~9.0667,7.9626~9.7160,6.9425~9.2175,7.4761~9.5194,8.1644~10.4555
average elapsed time,7.9528,8.8393,8.0800,8.4977,9.3099
