run,logs/wastesorting/scene_01_step50/thres_0-0,logs/wastesorting/scene_02_step50/thres_0-0,logs/wastesorting/scene_03_step50/thres_0-0,logs/wastesorting/scene_04_step50/thres_0-0,logs/wastesorting/scene_05_step50/thres_0-0
1,5.0,15.0,25.0,0.0,0.0
2,5.0,0.0,15.0,5.0,20.0
3,25.0,15.0,0.0,5.0,0.0
4,20.0,15.0,20.0,30.0,30.0
5,10.0,0.0,15.0,15.0,5.0
6,5.0,15.0,25.0,20.0,0.0
7,20.0,30.0,0.0,25.0,25.0
8,5.0,10.0,0.0,5.0,10.0
9,0.0,0.0,20.0,10.0,10.0
10,5.0,5.0,0.0,25.0,0.0
11,5.0,30.0,0.0,20.0,25.0
12,0.0,15.0,0.0,20.0,0.0
13,30.0,25.0,20.0,10.0,20.0
14,15.0,20.0,25.0,15.0,25.0
15,15.0,30.0,0.0,0.0,20.0
16,0.0,25.0,15.0,10.0,15.0
17,5.0,0.0,20.0,5.0,25.0
18,20.0,20.0,20.0,20.0,25.0
19,15.0,15.0,25.0,20.0,20.0
20,25.0,30.0,10.0,20.0,5.0
21,25.0,20.0,15.0,10.0,15.0
22,5.0,25.0,10.0,15.0,10.0
23,0.0,5.0,15.0,25.0,15.0
24,15.0,0.0,20.0,15.0,30.0
25,20.0,20.0,25.0,25.0,20.0
26,10.0,10.0,20.0,15.0,30.0
27,5.0,15.0,10.0,20.0,5.0
28,0.0,20.0,30.0,0.0,0.0
29,15.0,15.0,0.0,5.0,10.0
30,10.0,20.0,5.0,5.0,20.0
31,0.0,25.0,5.0,20.0,15.0
32,15.0,20.0,25.0,5.0,0.0
33,25.0,0.0,0.0,0.0,20.0
34,20.0,20.0,5.0,5.0,20.0
35,10.0,25.0,0.0,15.0,25.0
36,0.0,15.0,0.0,5.0,15.0
37,5.0,10.0,0.0,0.0,0.0
38,0.0,5.0,10.0,0.0,15.0
39,5.0,30.0,0.0,15.0,5.0
40,20.0,0.0,20.0,5.0,5.0
95% confidence interval,8.1145~13.6355,12.3283~18.4217,8.6401~14.8599,9.4323~14.8177,10.8062~16.9438
average reward,10.8750,15.3750,11.7500,12.1250,13.8750
