domain,condition,order,metric,metric_label,n_attempted,n_valid,n_execution_errors,n_missing_metric,success_only,numerator,value,sd,lower,upper,error_minus,error_plus,error_type,source_csv
wastesorting,0.0,0,steps_success_only,Steps (successful episodes),50,50,0,0,1,805.0,16.1,0.3030457633656632,16.057142857142857,16.142857142857146,0.04285714285714448,0.04285714285714448,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.0,0,reward,Cumulative reward,50,50,0,0,0,605.0,12.1,6.857886864399117,11.130148338714646,13.069851661285353,0.9698516612853538,0.9698516612853538,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.05,1,success,Task success (%),50,50,0,0,0,50.0,100.0,0.0,92.86524008666413,100,7.13475991333587,0,95% Wilson CI,01_processed/episodes.csv
wastesorting,0.05,1,questions,Questions per episode,50,50,0,0,0,391.0,7.82,2.1062588944885774,7.5221300105545295,8.11786998944547,0.29786998944547083,0.29786998944546994,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.05,1,steps,Physical/planning steps,50,50,0,0,0,498.0,9.96,0.6047431568147635,9.874476402588025,10.045523597411977,0.08552359741197613,0.08552359741197613,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.05,1,seconds,Logged episode time (s),50,50,0,0,0,35.52230000000001,0.710446,0.06589398167062122,0.7011271837442643,0.7197648162557357,0.009318816255735718,0.009318816255735718,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.05,1,questions_success_only,Questions (successful episodes),50,50,0,0,1,391.0,7.82,2.1062588944885774,7.5221300105545295,8.11786998944547,0.29786998944547083,0.29786998944546994,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.05,1,steps_success_only,Steps (successful episodes),50,50,0,0,1,498.0,9.96,0.6047431568147635,9.874476402588025,10.045523597411977,0.08552359741197613,0.08552359741197613,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.05,1,reward,Cumulative reward,50,50,0,0,0,615.0,12.3,6.484675813652003,11.382928351674057,13.217071648325945,0.917071648325944,0.917071648325944,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.1,2,success,Task success (%),50,50,0,0,0,50.0,100.0,0.0,92.86524008666413,100,7.13475991333587,0,95% Wilson CI,01_processed/episodes.csv
wastesorting,0.1,2,questions,Questions per episode,50,50,0,0,0,368.0,7.36,1.956256316414136,7.08334357858491,7.636656421415091,0.2766564214150904,0.2766564214150904,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.1,2,steps,Physical/planning steps,50,50,0,0,0,505.0,10.1,0.7071067811865476,10.0,10.2,0.09999999999999964,0.09999999999999964,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.1,2,seconds,Logged episode time (s),50,50,0,0,0,38.51190000000001,0.770238,0.06543169640073188,0.7609845607541006,0.7794914392458994,0.009253439245899386,0.009253439245899386,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.1,2,questions_success_only,Questions (successful episodes),50,50,0,0,1,368.0,7.36,1.956256316414136,7.08334357858491,7.636656421415091,0.2766564214150904,0.2766564214150904,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.1,2,steps_success_only,Steps (successful episodes),50,50,0,0,1,505.0,10.1,0.7071067811865476,10.0,10.2,0.09999999999999964,0.09999999999999964,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.1,2,reward,Cumulative reward,50,50,0,0,0,510.0,10.2,6.77329690921697,9.242111164900559,11.15788883509944,0.9578888350994408,0.9578888350994408,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.2,3,success,Task success (%),50,50,0,0,0,50.0,100.0,0.0,92.86524008666413,100,7.13475991333587,0,95% Wilson CI,01_processed/episodes.csv
wastesorting,0.2,3,questions,Questions per episode,50,50,0,0,0,383.0,7.66,1.869300862431116,7.39564093681942,7.924359063180581,0.26435906318058056,0.26435906318058056,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.2,3,steps,Physical/planning steps,50,50,0,0,0,503.0,10.06,0.5499536158548617,9.982224813778194,10.137775186221807,0.07777518622180679,0.07777518622180679,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.2,3,seconds,Logged episode time (s),50,50,0,0,0,40.1017,0.802034,0.0604051511859371,0.7934914215955651,0.810576578404435,0.008542578404434953,0.008542578404434953,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.2,3,questions_success_only,Questions (successful episodes),50,50,0,0,1,383.0,7.66,1.869300862431116,7.39564093681942,7.924359063180581,0.26435906318058056,0.26435906318058056,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.2,3,steps_success_only,Steps (successful episodes),50,50,0,0,1,503.0,10.06,0.5499536158548617,9.982224813778194,10.137775186221807,0.07777518622180679,0.07777518622180679,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.2,3,reward,Cumulative reward,50,50,0,0,0,535.0,10.7,6.389564195799656,9.796379165664659,11.60362083433534,0.9036208343353405,0.9036208343353405,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.3,4,success,Task success (%),50,50,0,0,0,50.0,100.0,0.0,92.86524008666413,100,7.13475991333587,0,95% Wilson CI,01_processed/episodes.csv
wastesorting,0.3,4,questions,Questions per episode,50,50,0,0,0,414.0,8.28,1.9901799734020569,7.998546049005148,8.561453950994851,0.2814539509948517,0.2814539509948517,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.3,4,steps,Physical/planning steps,50,50,0,0,0,498.0,9.96,0.6375975315548971,9.869830092353947,10.050169907646055,0.09016990764605382,0.09016990764605382,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.3,4,seconds,Logged episode time (s),50,50,0,0,0,43.1541,0.863082,0.06651566545574364,0.8536752643802216,0.8724887356197785,0.00940673561977845,0.00940673561977845,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.3,4,questions_success_only,Questions (successful episodes),50,50,0,0,1,414.0,8.28,1.9901799734020569,7.998546049005148,8.561453950994851,0.2814539509948517,0.2814539509948517,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.3,4,steps_success_only,Steps (successful episodes),50,50,0,0,1,498.0,9.96,0.6375975315548971,9.869830092353947,10.050169907646055,0.09016990764605382,0.09016990764605382,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.3,4,reward,Cumulative reward,50,50,0,0,0,530.0,10.6,6.824326235712107,9.634894528339741,11.565105471660258,0.9651054716602587,0.9651054716602587,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.4,5,success,Task success (%),50,50,0,0,0,50.0,100.0,0.0,92.86524008666413,100,7.13475991333587,0,95% Wilson CI,01_processed/episodes.csv
wastesorting,0.4,5,questions,Questions per episode,50,50,0,0,0,375.0,7.5,1.9192898346492004,7.228571428571429,7.771428571428571,0.27142857142857135,0.27142857142857135,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.4,5,steps,Physical/planning steps,50,50,0,0,0,499.0,9.98,0.5886685079439005,9.89674970123238,10.06325029876762,0.08325029876762002,0.08325029876762002,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.4,5,seconds,Logged episode time (s),50,50,0,0,0,45.25460000000001,0.905092,0.05510466790109342,0.8972990231304209,0.9128849768695791,0.007792976869579138,0.007792976869579138,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.4,5,questions_success_only,Questions (successful episodes),50,50,0,0,1,375.0,7.5,1.9192898346492004,7.228571428571429,7.771428571428571,0.27142857142857135,0.27142857142857135,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.4,5,steps_success_only,Steps (successful episodes),50,50,0,0,1,499.0,9.98,0.5886685079439005,9.89674970123238,10.06325029876762,0.08325029876762002,0.08325029876762002,mean +/- 1 SE,01_processed/episodes.csv
wastesorting,0.4,5,reward,Cumulative reward,50,50,0,0,0,510.0,10.2,6.141195788629908,9.331503762653105,11.068496237346894,0.8684962373468945,0.8684962373468945,mean +/- 1 SE,01_processed/episodes.csv
