run,logs/tomato/scene_01_step50/thres_0-6,logs/tomato/scene_02_step50/thres_0-6,logs/tomato/scene_03_step50/thres_0-6,logs/tomato/scene_04_step50/thres_0-6,logs/tomato/scene_05_step50/thres_0-6
1,0.0,0.0,5.0,0.0,5.0
2,15.0,5.0,10.0,5.0,10.0
3,5.0,10.0,10.0,0.0,10.0
4,5.0,5.0,15.0,10.0,5.0
5,0.0,10.0,0.0,0.0,5.0
6,10.0,10.0,5.0,10.0,10.0
7,5.0,5.0,0.0,10.0,5.0
8,15.0,10.0,0.0,0.0,10.0
9,15.0,10.0,10.0,5.0,10.0
10,5.0,10.0,5.0,10.0,5.0
11,5.0,5.0,10.0,5.0,10.0
12,5.0,5.0,5.0,5.0,0.0
13,10.0,0.0,5.0,5.0,0.0
14,5.0,0.0,10.0,5.0,5.0
15,0.0,5.0,5.0,10.0,5.0
16,5.0,10.0,5.0,5.0,0.0
17,5.0,5.0,5.0,5.0,0.0
18,5.0,10.0,5.0,10.0,5.0
19,0.0,10.0,0.0,10.0,10.0
20,0.0,5.0,5.0,5.0,10.0
21,5.0,5.0,0.0,15.0,15.0
22,0.0,5.0,10.0,5.0,10.0
23,0.0,5.0,5.0,10.0,10.0
24,5.0,5.0,10.0,5.0,0.0
25,10.0,0.0,5.0,0.0,0.0
26,10.0,5.0,0.0,5.0,10.0
27,10.0,5.0,10.0,15.0,0.0
28,5.0,5.0,5.0,0.0,10.0
29,5.0,10.0,10.0,10.0,10.0
30,0.0,10.0,0.0,5.0,5.0
31,5.0,0.0,10.0,10.0,5.0
32,5.0,5.0,10.0,0.0,0.0
33,0.0,10.0,10.0,15.0,0.0
34,5.0,5.0,0.0,5.0,0.0
35,0.0,5.0,5.0,5.0,0.0
36,5.0,15.0,5.0,0.0,0.0
37,0.0,15.0,10.0,0.0,5.0
38,5.0,0.0,0.0,5.0,0.0
39,5.0,10.0,15.0,0.0,10.0
40,10.0,0.0,0.0,5.0,10.0
95% confidence interval,3.7894~6.4606,4.9970~7.5030,4.5211~7.2289,4.3663~7.1337,4.1052~6.8948
average reward,5.1250,6.2500,5.8750,5.7500,5.5000
