domain,scene,seed,reference,comparison,reference_source,comparison_source,reference_success,comparison_success,questions_delta,steps_delta,seconds_delta,reward_delta
tomato,01,53,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_1/exp_tomato_20260917_005552_415934.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_1/exp_tomato_20260917_005557_724055.txt,1,1,8.0,2.0,-2.221,0.0
tomato,01,54,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_2/exp_tomato_20260917_005719_728002.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_2/exp_tomato_20260917_005723_958137.txt,1,1,-1.0,0.0,-2.0773,10.0
tomato,01,55,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_3/exp_tomato_20260917_005847_653130.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_3/exp_tomato_20260917_005853_732519.txt,1,1,-14.0,-4.0,-3.8032999999999997,15.0
tomato,01,56,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_4/exp_tomato_20260917_005956_867363.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_4/exp_tomato_20260917_010002_114608.txt,1,1,1.0,2.0,-2.5012,-5.0
tomato,01,57,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_5/exp_tomato_20260917_010105_470995.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_5/exp_tomato_20260917_010111_536798.txt,1,1,-2.0,0.0,-3.1059000000000005,20.0
tomato,01,58,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_6/exp_tomato_20260917_010201_870747.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_6/exp_tomato_20260917_010208_170516.txt,1,1,-2.0,-3.0,-3.9547,5.0
tomato,01,59,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_7/exp_tomato_20260917_010306_521361.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_7/exp_tomato_20260917_010313_081125.txt,1,1,-8.0,-4.0,-3.9324999999999997,-15.0
tomato,01,60,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_8/exp_tomato_20260917_010404_094881.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_8/exp_tomato_20260917_010410_791899.txt,1,1,-6.0,-4.0,-4.1484000000000005,25.0
tomato,01,61,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_9/exp_tomato_20260917_010510_452300.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_9/exp_tomato_20260917_010516_007025.txt,1,1,-8.0,5.0,-2.0185999999999997,-20.0
tomato,01,62,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_10/exp_tomato_20260917_010631_478898.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_10/exp_tomato_20260917_010636_781298.txt,1,1,-4.0,-2.0,-2.9141,-10.0
tomato,02,63,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_02/run_1/exp_tomato_20260917_010741_366403.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_02/run_1/exp_tomato_20260917_010749_984217.txt,1,1,-9.0,-7.0,-5.5981000000000005,40.0
tomato,02,64,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_02/run_2/exp_tomato_20260917_010845_897516.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_02/run_2/exp_tomato_20260917_010852_244582.txt,1,1,-4.0,3.0,-2.7857,-10.0
tomato,02,65,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_02/run_3/exp_tomato_20260917_010943_376437.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_02/run_3/exp_tomato_20260917_010948_101108.txt,1,1,0.0,2.0,-1.8921000000000001,-15.0
tomato,02,66,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_02/run_4/exp_tomato_20260917_011053_391314.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_02/run_4/exp_tomato_20260917_011100_126080.txt,1,1,1.0,-1.0,-3.4875000000000003,30.0
tomato,02,67,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_02/run_5/exp_tomato_20260917_011159_278537.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_02/run_5/exp_tomato_20260917_011204_186444.txt,1,1,7.0,0.0,-2.4548,-30.0
tomato,02,68,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_02/run_6/exp_tomato_20260917_011309_046787.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_02/run_6/exp_tomato_20260917_011314_477338.txt,1,1,0.0,0.0,-2.8880999999999997,0.0
tomato,02,69,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_02/run_7/exp_tomato_20260917_011421_387787.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_02/run_7/exp_tomato_20260917_011428_709646.txt,1,1,2.0,-3.0,-4.2745,-5.0
tomato,02,70,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_02/run_8/exp_tomato_20260917_011616_461567.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_02/run_8/exp_tomato_20260917_011621_932528.txt,1,1,1.0,8.0,-1.3204000000000002,-5.0
tomato,02,71,50,100,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_02/run_9/exp_tomato_20260917_011726_381302.txt,experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_02/run_9/exp_tomato_20260917_011731_298455.txt,1,1,2.0,-1.0,-2.4749000000000003,5.0
