global_index,domain,scene,answer_type,noisy_oracle_accuracy,noisy_oracle_error_rate,threshold,seed_mode,max_step,runner
1,wastesorting,01,noisy-oracle,0.5,0.5,0.8,random,50,ours
2,wastesorting,01,noisy-oracle,0.5,0.5,0.8,random,50,ours
