run,logs/tomato/scene_01_step50/thres_0-1,logs/tomato/scene_02_step50/thres_0-1,logs/tomato/scene_03_step50/thres_0-1,logs/tomato/scene_04_step50/thres_0-1,logs/tomato/scene_05_step50/thres_0-1
1,,2.2269,5.6127,3.7731,2.4181
2,,3.8196,4.8247,8.1277,7.6862
3,,3.8463,2.3796,2.2838,8.8962
4,,2.2695,4.8927,4.5828,8.9463
5,,3.7608,4.8374,2.3809,7.1925
6,,3.1557,2.4191,2.4065,2.5582
7,,3.2029,8.3333,7.2825,5.4283
8,,4.7086,2.3723,5.937,3.4322
9,,2.3434,10.5456,2.3752,3.6477
10,,4.5247,4.9763,2.3874,6.4482
11,,3.0022,5.4694,6.5065,15.0186
12,,4.5842,2.3868,2.4846,6.9261
13,,7.4178,8.0442,3.6757,5.4731
14,,5.2999,3.1467,2.4139,2.615
15,,5.5019,2.3223,6.7039,4.8139
16,,7.8409,5.1575,2.5173,5.1263
17,,4.9553,2.3221,2.2794,5.0334
18,,3.1046,4.6112,4.6876,7.6676
19,,4.1972,4.7876,2.3602,4.946
20,,4.975,6.8436,8.9648,5.2001
21,,4.8921,3.0316,4.8165,7.9184
22,,10.5818,2.4634,2.3079,3.3469
23,,4.8631,2.3934,10.8097,5.4095
24,,4.742,3.7204,2.3556,2.441
25,,2.1662,2.4265,3.1534,5.4789
26,,4.0469,6.2199,2.6437,2.4113
27,,6.1978,7.6816,10.5062,5.0844
28,,2.3444,2.4737,8.3888,2.5021
29,,2.163,3.719,7.0893,5.3358
30,,4.8365,2.3369,3.1002,2.3786
31,,2.2257,6.6988,2.2752,3.7383
32,,4.7517,2.1778,2.422,4.9917
33,,4.864,4.9134,13.3337,4.9619
34,,2.1686,,2.3483,7.2949
35,,2.2821,,5.6121,9.636
36,,2.3647,,2.4307,6.8355
37,,2.2336,,,
38,,6.4266,,,
39,,2.5248,,,
95% confidence interval,,3.5587~4.7189,3.7016~5.1797,3.6890~5.6290,4.6812~6.3876
average elapsed time,,4.1388,4.4407,4.6590,5.5344
