run,logs/tomato/scene_01_step50/thres_0-1,logs/tomato/scene_02_step50/thres_0-1,logs/tomato/scene_03_step50/thres_0-1,logs/tomato/scene_04_step50/thres_0-1,logs/tomato/scene_05_step50/thres_0-1
1,,0.0,5.0,0.0,0.0
2,,0.0,5.0,5.0,0.0
3,,0.0,0.0,0.0,0.0
4,,0.0,0.0,0.0,0.0
5,,0.0,0.0,0.0,5.0
6,,0.0,0.0,0.0,0.0
7,,0.0,10.0,5.0,0.0
8,,0.0,0.0,5.0,0.0
9,,0.0,5.0,0.0,0.0
10,,0.0,5.0,0.0,0.0
11,,0.0,0.0,5.0,0.0
12,,0.0,0.0,0.0,5.0
13,,0.0,0.0,0.0,0.0
14,,0.0,0.0,0.0,0.0
15,,0.0,0.0,0.0,0.0
16,,0.0,0.0,0.0,0.0
17,,0.0,0.0,0.0,0.0
18,,0.0,5.0,5.0,5.0
19,,0.0,0.0,0.0,0.0
20,,5.0,0.0,5.0,0.0
21,,5.0,0.0,5.0,0.0
22,,10.0,0.0,0.0,0.0
23,,0.0,0.0,5.0,5.0
24,,0.0,0.0,0.0,0.0
25,,0.0,0.0,0.0,0.0
26,,5.0,0.0,0.0,0.0
27,,0.0,0.0,5.0,0.0
28,,0.0,0.0,5.0,0.0
29,,0.0,0.0,0.0,0.0
30,,5.0,0.0,0.0,0.0
31,,0.0,0.0,0.0,0.0
32,,0.0,0.0,0.0,0.0
33,,0.0,5.0,10.0,0.0
34,,0.0,,0.0,5.0
35,,0.0,,5.0,5.0
36,,0.0,,0.0,5.0
37,,0.0,,,
38,,0.0,,,
39,,0.0,,,
95% confidence interval,,0.0920~1.4464,0.3559~2.0683,0.9193~2.6918,0.3166~1.6278
average reward,,0.7692,1.2121,1.8056,0.9722
