run,logs/wastesorting/scene_01_step50/thres_0-9,logs/wastesorting/scene_02_step50/thres_0-9,logs/wastesorting/scene_03_step50/thres_0-9,logs/wastesorting/scene_04_step50/thres_0-9,logs/wastesorting/scene_05_step50/thres_0-9
1,25.0,15.0,20.0,5.0,20.0
2,10.0,15.0,20.0,15.0,25.0
3,20.0,15.0,20.0,5.0,15.0
4,25.0,25.0,20.0,0.0,30.0
5,15.0,5.0,20.0,25.0,10.0
6,15.0,25.0,20.0,30.0,15.0
7,20.0,15.0,20.0,5.0,20.0
8,20.0,25.0,10.0,25.0,25.0
9,20.0,20.0,15.0,20.0,20.0
10,25.0,15.0,10.0,25.0,10.0
11,15.0,15.0,10.0,15.0,15.0
12,20.0,0.0,0.0,20.0,30.0
13,25.0,20.0,15.0,25.0,15.0
14,20.0,15.0,10.0,20.0,20.0
15,25.0,10.0,15.0,25.0,20.0
16,5.0,25.0,20.0,10.0,30.0
17,20.0,20.0,20.0,20.0,10.0
18,10.0,10.0,20.0,0.0,5.0
19,15.0,15.0,15.0,20.0,10.0
20,25.0,10.0,10.0,25.0,30.0
21,15.0,25.0,15.0,15.0,30.0
22,15.0,25.0,15.0,10.0,20.0
23,10.0,10.0,15.0,0.0,25.0
24,10.0,25.0,15.0,15.0,15.0
25,10.0,10.0,30.0,25.0,25.0
26,15.0,20.0,20.0,25.0,30.0
27,15.0,20.0,0.0,15.0,20.0
28,20.0,20.0,25.0,10.0,20.0
29,20.0,15.0,10.0,25.0,15.0
30,0.0,15.0,10.0,10.0,30.0
31,10.0,25.0,15.0,15.0,15.0
32,10.0,20.0,25.0,25.0,25.0
33,25.0,25.0,10.0,15.0,20.0
34,30.0,20.0,0.0,10.0,15.0
35,15.0,15.0,10.0,5.0,25.0
36,20.0,5.0,20.0,25.0,10.0
37,25.0,20.0,20.0,20.0,25.0
38,10.0,20.0,0.0,20.0,15.0
39,25.0,25.0,20.0,20.0,25.0
40,10.0,20.0,20.0,5.0,15.0
95% confidence interval,15.0524~19.1976,15.3904~19.3596,12.9481~17.3019,13.5112~18.7388,17.7266~22.0234
average reward,17.1250,17.3750,15.1250,16.1250,19.8750
