run,logs/tomato/scene_01_step50/thres_0-2,logs/tomato/scene_02_step50/thres_0-2,logs/tomato/scene_03_step50/thres_0-2,logs/tomato/scene_04_step50/thres_0-2,logs/tomato/scene_05_step50/thres_0-2
1,50,13,4,50,50
2,50,50,16,50,14
3,50,50,50,50,50
4,17,12,50,50,50
5,50,13,50,50,50
6,50,50,11,50,50
7,50,7,50,50,50
8,50,50,50,50,50
9,50,50,50,12,50
10,12,50,14,15,50
11,4,13,50,50,50
12,9,50,50,50,50
13,50,50,50,12,50
14,50,50,50,11,50
15,50,13,13,11,50
16,15,50,50,13,50
17,50,11,50,15,13
18,50,50,50,50,50
19,50,50,50,50,17
20,50,50,50,50,12
21,7,50,50,50,12
22,50,12,50,50,50
23,18,50,11,50,50
24,50,11,10,50,50
25,50,50,50,50,12
26,50,50,50,50,12
27,6,50,50,50,13
28,50,50,50,50,50
29,11,50,50,50,50
30,50,50,50,50,50
31,50,50,14,50,50
32,50,11,50,50,50
33,50,50,10,11,50
34,50,50,50,11,50
35,50,8,50,50,4
36,50,17,11,9,50
37,50,50,50,5,50
38,50,50,12,50,50
39,50,50,15,50,12
40,50,50,50,50,50
95% confidence interval,36.0667~46.3833,33.0076~44.0424,32.9995~44.0505,33.9432~44.8068,35.3517~45.6983
average step,41.2250,38.5250,38.5250,39.3750,40.5250
