run,logs/tomato/scene_01_step50/thres_0-2,logs/tomato/scene_02_step50/thres_0-2,logs/tomato/scene_03_step50/thres_0-2,logs/tomato/scene_04_step50/thres_0-2,logs/tomato/scene_05_step50/thres_0-2
1,49.0691,10.9594,3.261,47.6545,47.7326
2,49.7717,48.4956,13.259,48.8592,11.7294
3,47.401,46.6946,47.6982,47.5647,47.4519
4,14.5659,10.4209,49.2973,48.224,48.1387
5,48.9087,11.3745,46.285,48.0916,45.5092
6,45.4287,48.9118,9.1338,49.7453,46.9298
7,49.1186,5.667,46.6757,49.1183,45.8776
8,47.6061,47.882,46.8257,46.8513,46.1356
9,47.2825,46.6392,49.0599,10.3391,46.3799
10,10.5913,47.5187,12.5841,12.541,47.5196
11,3.1768,11.2574,46.2786,48.2699,49.3666
12,6.5318,47.13,46.9741,47.3209,48.1469
13,48.9354,47.933,47.1036,10.6129,48.5319
14,46.6276,48.2886,46.7766,9.0431,47.062
15,47.2927,10.6147,10.1421,9.7296,49.1781
16,12.6608,48.1608,47.5104,10.6707,48.1504
17,48.5162,9.2762,47.9402,12.4808,10.7919
18,46.8611,48.7056,46.9733,45.7354,47.6836
19,46.2699,48.6238,48.0933,48.6988,15.2211
20,47.5295,47.7572,48.6105,47.3391,10.3863
21,5.9424,47.7784,48.134,47.0679,10.9294
22,48.7377,10.6245,47.9215,49.4423,49.1874
23,14.7992,48.9657,9.4561,47.3524,46.5135
24,46.5575,9.8203,9.0171,47.7881,48.7924
25,48.3975,46.3497,47.7184,48.2176,10.8031
26,48.839,49.0299,48.7454,46.4521,10.5109
27,4.6803,47.9213,46.0678,46.4979,11.4296
28,46.7753,48.2822,45.5201,47.8233,48.4446
29,9.4016,45.7825,48.5055,48.8881,48.5475
30,47.7806,46.7701,47.4293,47.2103,48.7666
31,45.5664,47.2477,11.9112,48.2428,47.3254
32,46.8944,10.1817,46.5869,48.701,50.4147
33,46.8756,46.1869,8.0244,9.675,48.1184
34,46.9733,48.2946,47.7825,9.644,49.0853
35,46.9262,6.392,48.0169,47.6655,2.9371
36,47.9926,15.1764,9.6442,7.1699,49.4605
37,46.5687,47.6656,48.5257,4.1858,48.2509
38,46.4495,47.8743,10.5547,47.4633,47.486
39,48.1138,47.0111,12.4237,46.0433,10.9226
40,47.9735,47.4572,48.5485,45.5918,46.7656
95% confidence interval,33.8322~43.9873,31.0090~41.8472,30.8431~41.7077,31.8944~42.6062,33.4623~43.6684
average elapsed time,38.9098,36.4281,36.2754,37.2503,38.5654
