domain,scene,file,timestamp,model,prompt_version,seed,qhat,success,stop_reason,planning_length,planning_iterations,question_count,autonomous_action_count,fallback_in_prediction_count,action_failure_count,average_candidate_count,average_candidate_count_when_asked,average_prediction_set_size,average_prediction_set_size_when_asked,total_elapsed_seconds,token_generation,token_scoring,token_overall
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260616_155603.txt,2026-06-16 15:56:03,gpt-4o,v2,2154807535,0.92,False,Dead-end: true can waste waste4 was placed into plastic bin.,12,12,4,8,0,0,5.0,5.0,1.4166666666666667,2.25,30.023428266009432,9507,3010,12517
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260616_155639.txt,2026-06-16 15:56:39,gpt-4o,v2,390953781,0.92,True,success,10,10,4,6,0,0,5.0,5.0,1.4,2.0,37.87020145099086,7889,2473,10362
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260616_155721.txt,2026-06-16 15:57:21,gpt-4o,v2,3508215572,0.92,False,Dead-end: true paper waste waste1 was placed into plastic bin.,3,3,1,2,0,0,5.0,5.0,1.3333333333333333,2.0,6.016322385999956,2352,728,3080
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260616_155733.txt,2026-06-16 15:57:33,gpt-4o,v2,1978782926,0.92,True,success,10,10,3,7,0,0,5.0,5.0,1.3,2.0,23.249788283996168,7892,2476,10368
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260616_155803.txt,2026-06-16 15:58:03,gpt-4o,v2,2110196968,0.92,False,Dead-end: true paper waste waste1 was placed into can bin.,3,3,1,2,0,0,5.0,5.0,1.3333333333333333,2.0,6.943851057003485,2352,728,3080
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260616_155818.txt,2026-06-16 15:58:18,gpt-4o,v2,1528854904,0.92,True,success,10,10,3,7,0,0,5.0,5.0,1.3,2.0,23.31009782999172,7888,2473,10361
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260616_155846.txt,2026-06-16 15:58:46,gpt-4o,v2,3526553032,0.92,False,Dead-end: true paper waste waste2 was placed into can bin.,5,5,1,4,0,0,5.0,5.0,1.2,2.0,12.854240187007235,3922,1214,5136
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260616_155904.txt,2026-06-16 15:59:04,gpt-4o,v2,1993620311,0.92,True,success,10,10,2,8,0,0,5.0,5.0,1.2,2.0,25.529582201008452,7888,2473,10361
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260617_134221.txt,2026-06-17 13:42:21,gpt-4o,v2,1101851828,0.92,False,Dead-end: true can waste waste3 was placed into plastic bin.,8,8,2,6,0,0,5.0,5.0,1.25,2.0,18.116631529002916,6284,1952,8236
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260617_134249.txt,2026-06-17 13:42:49,gpt-4o,v2,4189606225,0.92,True,success,10,10,1,9,0,0,5.0,5.0,1.1,2.0,19.47848919502576,7891,2476,10367
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260617_134312.txt,2026-06-17 13:43:12,gpt-4o,v2,3876086116,0.92,False,non-executable action: an option not listed here,7,8,5,3,0,0,5.0,5.0,1.625,2.0,30.295012383023277,6274,1942,8216
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260617_134547.txt,2026-06-17 13:45:47,gpt-4o,v2,1949193663,0.92,False,Dead-end: true can waste waste3 was placed into paper bin.,9,9,4,5,0,0,5.0,5.0,1.4444444444444444,2.0,173.5162660810165,7077,2203,9280
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260617_134847.txt,2026-06-17 13:48:47,gpt-4o,v2,2591061250,0.92,True,success,10,10,4,6,0,0,5.0,5.0,1.5,2.25,30.29366186101106,7889,2473,10362
wastesorting,scene_05,scripts/baseline/logs/waste/scene_05/knowno_wastesorting_20260617_134923.txt,2026-06-17 13:49:23,gpt-4o,v2,1699985210,0.92,True,success,10,10,2,8,0,0,5.0,5.0,1.2,2.0,21.898939267004607,7891,2476,10367
