run,logs/tomato/scene_01_step50/thres_1-0,logs/tomato/scene_02_step50/thres_1-0,logs/tomato/scene_03_step50/thres_1-0,logs/tomato/scene_04_step50/thres_1-0,logs/tomato/scene_05_step50/thres_1-0
1,10.0,5.0,10.0,5.0,10.0
2,15.0,0.0,5.0,5.0,10.0
3,10.0,10.0,10.0,5.0,10.0
4,0.0,10.0,10.0,10.0,15.0
5,5.0,15.0,10.0,5.0,5.0
6,10.0,10.0,0.0,10.0,10.0
7,5.0,10.0,5.0,10.0,5.0
8,10.0,5.0,5.0,10.0,10.0
9,10.0,5.0,10.0,15.0,5.0
10,15.0,5.0,10.0,0.0,5.0
11,10.0,5.0,10.0,5.0,10.0
12,15.0,10.0,0.0,0.0,15.0
13,15.0,10.0,10.0,10.0,10.0
14,10.0,5.0,5.0,10.0,0.0
15,0.0,10.0,0.0,0.0,10.0
16,10.0,10.0,5.0,15.0,15.0
17,10.0,5.0,10.0,10.0,5.0
18,0.0,5.0,0.0,5.0,10.0
19,10.0,5.0,10.0,5.0,10.0
20,15.0,5.0,10.0,5.0,10.0
21,5.0,0.0,5.0,15.0,5.0
22,10.0,5.0,5.0,5.0,10.0
23,10.0,15.0,5.0,15.0,10.0
24,5.0,0.0,15.0,5.0,0.0
25,5.0,5.0,5.0,15.0,0.0
26,10.0,10.0,0.0,5.0,0.0
27,15.0,0.0,15.0,10.0,5.0
28,10.0,5.0,10.0,10.0,15.0
29,5.0,0.0,10.0,0.0,5.0
30,0.0,5.0,15.0,5.0,5.0
31,5.0,5.0,10.0,5.0,10.0
32,0.0,10.0,10.0,15.0,10.0
33,10.0,0.0,0.0,10.0,0.0
34,5.0,5.0,10.0,5.0,0.0
35,5.0,5.0,10.0,5.0,5.0
36,15.0,5.0,10.0,10.0,5.0
37,5.0,5.0,5.0,5.0,0.0
38,5.0,10.0,5.0,5.0,5.0
39,10.0,10.0,5.0,5.0,5.0
40,15.0,15.0,10.0,10.0,0.0
95% confidence interval,6.9118~9.8382,5.2251~7.7749,6.0627~8.6873,6.1410~8.8590,5.4416~8.3084
average reward,8.3750,6.5000,7.3750,7.5000,6.8750
