domain,condition,scene,iteration,seed,threshold,random_query_prob,gamma,n_simulations
wastesorting,random,5,3,451202211,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,3,451202211,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,3,451202211,0.8,0.4,0.2,100
wastesorting,ours,5,3,451202211,0.8,0.4,0.2,100
wastesorting,random,5,4,981055266,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,4,981055266,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,4,981055266,0.8,0.4,0.2,100
wastesorting,ours,5,4,981055266,0.8,0.4,0.2,100
wastesorting,random,5,5,3674715204,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,5,3674715204,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,5,3674715204,0.8,0.4,0.2,100
wastesorting,ours,5,5,3674715204,0.8,0.4,0.2,100
wastesorting,random,5,6,3551928492,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,6,3551928492,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,6,3551928492,0.8,0.4,0.2,100
wastesorting,ours,5,6,3551928492,0.8,0.4,0.2,100
wastesorting,random,5,7,1489123432,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,7,1489123432,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,7,1489123432,0.8,0.4,0.2,100
wastesorting,ours,5,7,1489123432,0.8,0.4,0.2,100
wastesorting,random,5,8,1414185434,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,8,1414185434,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,8,1414185434,0.8,0.4,0.2,100
wastesorting,ours,5,8,1414185434,0.8,0.4,0.2,100
wastesorting,random,5,9,538476089,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,9,538476089,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,9,538476089,0.8,0.4,0.2,100
wastesorting,ours,5,9,538476089,0.8,0.4,0.2,100
wastesorting,random,5,10,3557903789,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,10,3557903789,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,10,3557903789,0.8,0.4,0.2,100
wastesorting,ours,5,10,3557903789,0.8,0.4,0.2,100
wastesorting,random,5,11,3588947578,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,11,3588947578,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,11,3588947578,0.8,0.4,0.2,100
wastesorting,ours,5,11,3588947578,0.8,0.4,0.2,100
wastesorting,random,5,12,4048635371,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,12,4048635371,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,12,4048635371,0.8,0.4,0.2,100
wastesorting,ours,5,12,4048635371,0.8,0.4,0.2,100
wastesorting,random,5,13,1208155246,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,13,1208155246,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,13,1208155246,0.8,0.4,0.2,100
wastesorting,ours,5,13,1208155246,0.8,0.4,0.2,100
wastesorting,random,5,14,947154873,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,14,947154873,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,14,947154873,0.8,0.4,0.2,100
wastesorting,ours,5,14,947154873,0.8,0.4,0.2,100
wastesorting,random,5,15,3408379195,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,15,3408379195,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,15,3408379195,0.8,0.4,0.2,100
wastesorting,ours,5,15,3408379195,0.8,0.4,0.2,100
wastesorting,random,5,16,519208862,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,16,519208862,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,16,519208862,0.8,0.4,0.2,100
wastesorting,ours,5,16,519208862,0.8,0.4,0.2,100
wastesorting,random,5,17,2731265933,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,17,2731265933,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,17,2731265933,0.8,0.4,0.2,100
wastesorting,ours,5,17,2731265933,0.8,0.4,0.2,100
wastesorting,random,5,18,152784741,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,18,152784741,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,18,152784741,0.8,0.4,0.2,100
wastesorting,ours,5,18,152784741,0.8,0.4,0.2,100
wastesorting,random,5,19,1860840237,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,19,1860840237,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,19,1860840237,0.8,0.4,0.2,100
wastesorting,ours,5,19,1860840237,0.8,0.4,0.2,100
wastesorting,random,5,20,2564808521,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,20,2564808521,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,20,2564808521,0.8,0.4,0.2,100
wastesorting,ours,5,20,2564808521,0.8,0.4,0.2,100
wastesorting,random,5,21,3598248670,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,21,3598248670,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,21,3598248670,0.8,0.4,0.2,100
wastesorting,ours,5,21,3598248670,0.8,0.4,0.2,100
wastesorting,random,5,22,1648830549,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,22,1648830549,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,22,1648830549,0.8,0.4,0.2,100
wastesorting,ours,5,22,1648830549,0.8,0.4,0.2,100
wastesorting,random,5,23,1807365816,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,23,1807365816,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,23,1807365816,0.8,0.4,0.2,100
wastesorting,ours,5,23,1807365816,0.8,0.4,0.2,100
wastesorting,random,5,24,1848481052,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,24,1848481052,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,24,1848481052,0.8,0.4,0.2,100
wastesorting,ours,5,24,1848481052,0.8,0.4,0.2,100
wastesorting,random,5,25,2084258147,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,25,2084258147,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,25,2084258147,0.8,0.4,0.2,100
wastesorting,ours,5,25,2084258147,0.8,0.4,0.2,100
wastesorting,random,5,26,3546107739,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,26,3546107739,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,26,3546107739,0.8,0.4,0.2,100
wastesorting,ours,5,26,3546107739,0.8,0.4,0.2,100
wastesorting,random,5,27,2512782675,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,27,2512782675,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,27,2512782675,0.8,0.4,0.2,100
wastesorting,ours,5,27,2512782675,0.8,0.4,0.2,100
wastesorting,random,5,28,1246837607,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,28,1246837607,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,28,1246837607,0.8,0.4,0.2,100
wastesorting,ours,5,28,1246837607,0.8,0.4,0.2,100
wastesorting,random,5,29,745256119,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,29,745256119,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,29,745256119,0.8,0.4,0.2,100
wastesorting,ours,5,29,745256119,0.8,0.4,0.2,100
wastesorting,random,5,30,1822052111,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,30,1822052111,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,30,1822052111,0.8,0.4,0.2,100
wastesorting,ours,5,30,1822052111,0.8,0.4,0.2,100
wastesorting,random,5,31,2466276235,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,31,2466276235,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,31,2466276235,0.8,0.4,0.2,100
wastesorting,ours,5,31,2466276235,0.8,0.4,0.2,100
wastesorting,random,5,32,3011206223,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,32,3011206223,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,32,3011206223,0.8,0.4,0.2,100
wastesorting,ours,5,32,3011206223,0.8,0.4,0.2,100
wastesorting,random,5,33,1434036286,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,33,1434036286,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,33,1434036286,0.8,0.4,0.2,100
wastesorting,ours,5,33,1434036286,0.8,0.4,0.2,100
wastesorting,random,5,34,4164323739,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,34,4164323739,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,34,4164323739,0.8,0.4,0.2,100
wastesorting,ours,5,34,4164323739,0.8,0.4,0.2,100
wastesorting,random,5,35,979252549,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,35,979252549,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,35,979252549,0.8,0.4,0.2,100
wastesorting,ours,5,35,979252549,0.8,0.4,0.2,100
wastesorting,random,5,36,1598581067,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,36,1598581067,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,36,1598581067,0.8,0.4,0.2,100
wastesorting,ours,5,36,1598581067,0.8,0.4,0.2,100
wastesorting,random,5,37,1016474981,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,37,1016474981,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,37,1016474981,0.8,0.4,0.2,100
wastesorting,ours,5,37,1016474981,0.8,0.4,0.2,100
wastesorting,random,5,38,3703335883,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,38,3703335883,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,38,3703335883,0.8,0.4,0.2,100
wastesorting,ours,5,38,3703335883,0.8,0.4,0.2,100
wastesorting,random,5,39,160444275,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,39,160444275,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,39,160444275,0.8,0.4,0.2,100
wastesorting,ours,5,39,160444275,0.8,0.4,0.2,100
wastesorting,random,5,40,2520899952,0.8,0.4,0.2,100
wastesorting,ours-when-only,5,40,2520899952,0.8,0.4,0.2,100
wastesorting,ours-what-only,5,40,2520899952,0.8,0.4,0.2,100
wastesorting,ours,5,40,2520899952,0.8,0.4,0.2,100
