domain,condition,scene,iteration,seed,threshold,random_query_prob
tomato,ours-what-only,4,16,3712541616,0.8,0.4
tomato,ours,4,16,3712541616,0.8,0.4
tomato,random,4,17,3169457126,0.8,0.4
tomato,ours-when-only,4,17,3169457126,0.8,0.4
tomato,ours-what-only,4,17,3169457126,0.8,0.4
tomato,ours,4,17,3169457126,0.8,0.4
tomato,random,4,18,3948166740,0.8,0.4
tomato,ours-when-only,4,18,3948166740,0.8,0.4
tomato,ours-what-only,4,18,3948166740,0.8,0.4
tomato,ours,4,18,3948166740,0.8,0.4
tomato,random,4,19,1552731229,0.8,0.4
tomato,ours-when-only,4,19,1552731229,0.8,0.4
tomato,ours-what-only,4,19,1552731229,0.8,0.4
tomato,ours,4,19,1552731229,0.8,0.4
tomato,random,4,20,1337586660,0.8,0.4
tomato,ours-when-only,4,20,1337586660,0.8,0.4
tomato,ours-what-only,4,20,1337586660,0.8,0.4
tomato,ours,4,20,1337586660,0.8,0.4
tomato,random,4,21,56491935,0.8,0.4
tomato,ours-when-only,4,21,56491935,0.8,0.4
tomato,ours-what-only,4,21,56491935,0.8,0.4
tomato,ours,4,21,56491935,0.8,0.4
tomato,random,4,22,2771536334,0.8,0.4
tomato,ours-when-only,4,22,2771536334,0.8,0.4
tomato,ours-what-only,4,22,2771536334,0.8,0.4
tomato,ours,4,22,2771536334,0.8,0.4
tomato,random,4,23,3227930555,0.8,0.4
tomato,ours-when-only,4,23,3227930555,0.8,0.4
tomato,ours-what-only,4,23,3227930555,0.8,0.4
tomato,ours,4,23,3227930555,0.8,0.4
tomato,random,4,24,740609622,0.8,0.4
tomato,ours-when-only,4,24,740609622,0.8,0.4
tomato,ours-what-only,4,24,740609622,0.8,0.4
tomato,ours,4,24,740609622,0.8,0.4
tomato,random,4,25,218967378,0.8,0.4
tomato,ours-when-only,4,25,218967378,0.8,0.4
tomato,ours-what-only,4,25,218967378,0.8,0.4
tomato,ours,4,25,218967378,0.8,0.4
tomato,random,4,26,1040908402,0.8,0.4
tomato,ours-when-only,4,26,1040908402,0.8,0.4
tomato,ours-what-only,4,26,1040908402,0.8,0.4
tomato,ours,4,26,1040908402,0.8,0.4
tomato,random,4,27,2220313702,0.8,0.4
tomato,ours-when-only,4,27,2220313702,0.8,0.4
tomato,ours-what-only,4,27,2220313702,0.8,0.4
tomato,ours,4,27,2220313702,0.8,0.4
tomato,random,4,28,168160880,0.8,0.4
tomato,ours-when-only,4,28,168160880,0.8,0.4
tomato,ours-what-only,4,28,168160880,0.8,0.4
tomato,ours,4,28,168160880,0.8,0.4
tomato,random,4,29,3141647287,0.8,0.4
tomato,ours-when-only,4,29,3141647287,0.8,0.4
tomato,ours-what-only,4,29,3141647287,0.8,0.4
tomato,ours,4,29,3141647287,0.8,0.4
tomato,random,4,30,2135663053,0.8,0.4
tomato,ours-when-only,4,30,2135663053,0.8,0.4
tomato,ours-what-only,4,30,2135663053,0.8,0.4
tomato,ours,4,30,2135663053,0.8,0.4
tomato,random,4,31,2392905031,0.8,0.4
tomato,ours-when-only,4,31,2392905031,0.8,0.4
tomato,ours-what-only,4,31,2392905031,0.8,0.4
tomato,ours,4,31,2392905031,0.8,0.4
tomato,random,4,32,3372736775,0.8,0.4
tomato,ours-when-only,4,32,3372736775,0.8,0.4
tomato,ours-what-only,4,32,3372736775,0.8,0.4
tomato,ours,4,32,3372736775,0.8,0.4
tomato,random,4,33,3386497120,0.8,0.4
tomato,ours-when-only,4,33,3386497120,0.8,0.4
tomato,ours-what-only,4,33,3386497120,0.8,0.4
tomato,ours,4,33,3386497120,0.8,0.4
tomato,random,4,34,1167440852,0.8,0.4
tomato,ours-when-only,4,34,1167440852,0.8,0.4
tomato,ours-what-only,4,34,1167440852,0.8,0.4
tomato,ours,4,34,1167440852,0.8,0.4
tomato,random,4,35,222360660,0.8,0.4
tomato,ours-when-only,4,35,222360660,0.8,0.4
tomato,ours-what-only,4,35,222360660,0.8,0.4
tomato,ours,4,35,222360660,0.8,0.4
tomato,random,4,36,216321642,0.8,0.4
tomato,ours-when-only,4,36,216321642,0.8,0.4
tomato,ours-what-only,4,36,216321642,0.8,0.4
tomato,ours,4,36,216321642,0.8,0.4
tomato,random,4,37,1141903763,0.8,0.4
tomato,ours-when-only,4,37,1141903763,0.8,0.4
tomato,ours-what-only,4,37,1141903763,0.8,0.4
tomato,ours,4,37,1141903763,0.8,0.4
tomato,random,4,38,2219488844,0.8,0.4
tomato,ours-when-only,4,38,2219488844,0.8,0.4
tomato,ours-what-only,4,38,2219488844,0.8,0.4
tomato,ours,4,38,2219488844,0.8,0.4
tomato,random,4,39,3931316609,0.8,0.4
tomato,ours-when-only,4,39,3931316609,0.8,0.4
tomato,ours-what-only,4,39,3931316609,0.8,0.4
tomato,ours,4,39,3931316609,0.8,0.4
tomato,random,4,40,3315816046,0.8,0.4
tomato,ours-when-only,4,40,3315816046,0.8,0.4
tomato,ours-what-only,4,40,3315816046,0.8,0.4
tomato,ours,4,40,3315816046,0.8,0.4
tomato,random,5,1,3945754139,0.8,0.4
tomato,ours-when-only,5,1,3945754139,0.8,0.4
tomato,ours-what-only,5,1,3945754139,0.8,0.4
tomato,ours,5,1,3945754139,0.8,0.4
tomato,random,5,2,259038599,0.8,0.4
tomato,ours-when-only,5,2,259038599,0.8,0.4
tomato,ours-what-only,5,2,259038599,0.8,0.4
tomato,ours,5,2,259038599,0.8,0.4
tomato,random,5,3,2898963405,0.8,0.4
tomato,ours-when-only,5,3,2898963405,0.8,0.4
tomato,ours-what-only,5,3,2898963405,0.8,0.4
tomato,ours,5,3,2898963405,0.8,0.4
tomato,random,5,4,1746555867,0.8,0.4
tomato,ours-when-only,5,4,1746555867,0.8,0.4
tomato,ours-what-only,5,4,1746555867,0.8,0.4
tomato,ours,5,4,1746555867,0.8,0.4
tomato,random,5,5,879805946,0.8,0.4
tomato,ours-when-only,5,5,879805946,0.8,0.4
tomato,ours-what-only,5,5,879805946,0.8,0.4
tomato,ours,5,5,879805946,0.8,0.4
tomato,random,5,6,1691996467,0.8,0.4
tomato,ours-when-only,5,6,1691996467,0.8,0.4
tomato,ours-what-only,5,6,1691996467,0.8,0.4
tomato,ours,5,6,1691996467,0.8,0.4
tomato,random,5,7,2654066318,0.8,0.4
tomato,ours-when-only,5,7,2654066318,0.8,0.4
tomato,ours-what-only,5,7,2654066318,0.8,0.4
tomato,ours,5,7,2654066318,0.8,0.4
tomato,random,5,8,715972481,0.8,0.4
tomato,ours-when-only,5,8,715972481,0.8,0.4
tomato,ours-what-only,5,8,715972481,0.8,0.4
tomato,ours,5,8,715972481,0.8,0.4
tomato,random,5,9,794861334,0.8,0.4
tomato,ours-when-only,5,9,794861334,0.8,0.4
tomato,ours-what-only,5,9,794861334,0.8,0.4
tomato,ours,5,9,794861334,0.8,0.4
tomato,random,5,10,179847475,0.8,0.4
tomato,ours-when-only,5,10,179847475,0.8,0.4
tomato,ours-what-only,5,10,179847475,0.8,0.4
tomato,ours,5,10,179847475,0.8,0.4
tomato,random,5,11,2141224597,0.8,0.4
tomato,ours-when-only,5,11,2141224597,0.8,0.4
tomato,ours-what-only,5,11,2141224597,0.8,0.4
tomato,ours,5,11,2141224597,0.8,0.4
tomato,random,5,12,3873493540,0.8,0.4
tomato,ours-when-only,5,12,3873493540,0.8,0.4
tomato,ours-what-only,5,12,3873493540,0.8,0.4
tomato,ours,5,12,3873493540,0.8,0.4
tomato,random,5,13,444653586,0.8,0.4
tomato,ours-when-only,5,13,444653586,0.8,0.4
tomato,ours-what-only,5,13,444653586,0.8,0.4
tomato,ours,5,13,444653586,0.8,0.4
tomato,random,5,14,2591322916,0.8,0.4
tomato,ours-when-only,5,14,2591322916,0.8,0.4
tomato,ours-what-only,5,14,2591322916,0.8,0.4
tomato,ours,5,14,2591322916,0.8,0.4
tomato,random,5,15,2082077157,0.8,0.4
tomato,ours-when-only,5,15,2082077157,0.8,0.4
tomato,ours-what-only,5,15,2082077157,0.8,0.4
tomato,ours,5,15,2082077157,0.8,0.4
tomato,random,5,16,1584111328,0.8,0.4
tomato,ours-when-only,5,16,1584111328,0.8,0.4
tomato,ours-what-only,5,16,1584111328,0.8,0.4
tomato,ours,5,16,1584111328,0.8,0.4
tomato,random,5,17,2883494985,0.8,0.4
tomato,ours-when-only,5,17,2883494985,0.8,0.4
tomato,ours-what-only,5,17,2883494985,0.8,0.4
tomato,ours,5,17,2883494985,0.8,0.4
tomato,random,5,18,2222584418,0.8,0.4
tomato,ours-when-only,5,18,2222584418,0.8,0.4
tomato,ours-what-only,5,18,2222584418,0.8,0.4
tomato,ours,5,18,2222584418,0.8,0.4
tomato,random,5,19,1573496301,0.8,0.4
tomato,ours-when-only,5,19,1573496301,0.8,0.4
tomato,ours-what-only,5,19,1573496301,0.8,0.4
tomato,ours,5,19,1573496301,0.8,0.4
tomato,random,5,20,3850832736,0.8,0.4
tomato,ours-when-only,5,20,3850832736,0.8,0.4
tomato,ours-what-only,5,20,3850832736,0.8,0.4
tomato,ours,5,20,3850832736,0.8,0.4
tomato,random,5,21,1896365895,0.8,0.4
tomato,ours-when-only,5,21,1896365895,0.8,0.4
tomato,ours-what-only,5,21,1896365895,0.8,0.4
tomato,ours,5,21,1896365895,0.8,0.4
tomato,random,5,22,2128654182,0.8,0.4
tomato,ours-when-only,5,22,2128654182,0.8,0.4
tomato,ours-what-only,5,22,2128654182,0.8,0.4
tomato,ours,5,22,2128654182,0.8,0.4
tomato,random,5,23,3471226395,0.8,0.4
tomato,ours-when-only,5,23,3471226395,0.8,0.4
tomato,ours-what-only,5,23,3471226395,0.8,0.4
tomato,ours,5,23,3471226395,0.8,0.4
tomato,random,5,24,1127296088,0.8,0.4
tomato,ours-when-only,5,24,1127296088,0.8,0.4
tomato,ours-what-only,5,24,1127296088,0.8,0.4
tomato,ours,5,24,1127296088,0.8,0.4
tomato,random,5,25,346784313,0.8,0.4
tomato,ours-when-only,5,25,346784313,0.8,0.4
tomato,ours-what-only,5,25,346784313,0.8,0.4
tomato,ours,5,25,346784313,0.8,0.4
tomato,random,5,26,1271340849,0.8,0.4
tomato,ours-when-only,5,26,1271340849,0.8,0.4
tomato,ours-what-only,5,26,1271340849,0.8,0.4
tomato,ours,5,26,1271340849,0.8,0.4
tomato,random,5,27,1196215500,0.8,0.4
tomato,ours-when-only,5,27,1196215500,0.8,0.4
tomato,ours-what-only,5,27,1196215500,0.8,0.4
tomato,ours,5,27,1196215500,0.8,0.4
tomato,random,5,28,3594782946,0.8,0.4
tomato,ours-when-only,5,28,3594782946,0.8,0.4
tomato,ours-what-only,5,28,3594782946,0.8,0.4
tomato,ours,5,28,3594782946,0.8,0.4
tomato,random,5,29,3869246695,0.8,0.4
tomato,ours-when-only,5,29,3869246695,0.8,0.4
tomato,ours-what-only,5,29,3869246695,0.8,0.4
tomato,ours,5,29,3869246695,0.8,0.4
tomato,random,5,30,2231101089,0.8,0.4
tomato,ours-when-only,5,30,2231101089,0.8,0.4
tomato,ours-what-only,5,30,2231101089,0.8,0.4
tomato,ours,5,30,2231101089,0.8,0.4
tomato,random,5,31,28332744,0.8,0.4
tomato,ours-when-only,5,31,28332744,0.8,0.4
tomato,ours-what-only,5,31,28332744,0.8,0.4
tomato,ours,5,31,28332744,0.8,0.4
tomato,random,5,32,815541928,0.8,0.4
tomato,ours-when-only,5,32,815541928,0.8,0.4
tomato,ours-what-only,5,32,815541928,0.8,0.4
tomato,ours,5,32,815541928,0.8,0.4
tomato,random,5,33,3637968608,0.8,0.4
tomato,ours-when-only,5,33,3637968608,0.8,0.4
tomato,ours-what-only,5,33,3637968608,0.8,0.4
tomato,ours,5,33,3637968608,0.8,0.4
tomato,random,5,34,1985644872,0.8,0.4
tomato,ours-when-only,5,34,1985644872,0.8,0.4
tomato,ours-what-only,5,34,1985644872,0.8,0.4
tomato,ours,5,34,1985644872,0.8,0.4
tomato,random,5,35,589229374,0.8,0.4
tomato,ours-when-only,5,35,589229374,0.8,0.4
tomato,ours-what-only,5,35,589229374,0.8,0.4
tomato,ours,5,35,589229374,0.8,0.4
tomato,random,5,36,1101473435,0.8,0.4
tomato,ours-when-only,5,36,1101473435,0.8,0.4
tomato,ours-what-only,5,36,1101473435,0.8,0.4
tomato,ours,5,36,1101473435,0.8,0.4
tomato,random,5,37,3696024021,0.8,0.4
tomato,ours-when-only,5,37,3696024021,0.8,0.4
tomato,ours-what-only,5,37,3696024021,0.8,0.4
tomato,ours,5,37,3696024021,0.8,0.4
tomato,random,5,38,4191848859,0.8,0.4
tomato,ours-when-only,5,38,4191848859,0.8,0.4
tomato,ours-what-only,5,38,4191848859,0.8,0.4
tomato,ours,5,38,4191848859,0.8,0.4
tomato,random,5,39,1042830735,0.8,0.4
tomato,ours-when-only,5,39,1042830735,0.8,0.4
tomato,ours-what-only,5,39,1042830735,0.8,0.4
tomato,ours,5,39,1042830735,0.8,0.4
tomato,random,5,40,3034198474,0.8,0.4
tomato,ours-when-only,5,40,3034198474,0.8,0.4
tomato,ours-what-only,5,40,3034198474,0.8,0.4
tomato,ours,5,40,3034198474,0.8,0.4
wastesorting,random,1,1,4064545001,0.8,0.4
wastesorting,ours-when-only,1,1,4064545001,0.8,0.4
wastesorting,ours-what-only,1,1,4064545001,0.8,0.4
wastesorting,ours,1,1,4064545001,0.8,0.4
wastesorting,random,1,2,3622402991,0.8,0.4
wastesorting,ours-when-only,1,2,3622402991,0.8,0.4
wastesorting,ours-what-only,1,2,3622402991,0.8,0.4
wastesorting,ours,1,2,3622402991,0.8,0.4
wastesorting,random,1,3,2310768630,0.8,0.4
wastesorting,ours-when-only,1,3,2310768630,0.8,0.4
wastesorting,ours-what-only,1,3,2310768630,0.8,0.4
wastesorting,ours,1,3,2310768630,0.8,0.4
wastesorting,random,1,4,2226680570,0.8,0.4
wastesorting,ours-when-only,1,4,2226680570,0.8,0.4
wastesorting,ours-what-only,1,4,2226680570,0.8,0.4
wastesorting,ours,1,4,2226680570,0.8,0.4
wastesorting,random,1,5,4139245423,0.8,0.4
wastesorting,ours-when-only,1,5,4139245423,0.8,0.4
wastesorting,ours-what-only,1,5,4139245423,0.8,0.4
wastesorting,ours,1,5,4139245423,0.8,0.4
wastesorting,random,1,6,3176006814,0.8,0.4
wastesorting,ours-when-only,1,6,3176006814,0.8,0.4
wastesorting,ours-what-only,1,6,3176006814,0.8,0.4
wastesorting,ours,1,6,3176006814,0.8,0.4
wastesorting,random,1,7,1446821692,0.8,0.4
wastesorting,ours-when-only,1,7,1446821692,0.8,0.4
wastesorting,ours-what-only,1,7,1446821692,0.8,0.4
wastesorting,ours,1,7,1446821692,0.8,0.4
wastesorting,random,1,8,2855763027,0.8,0.4
wastesorting,ours-when-only,1,8,2855763027,0.8,0.4
wastesorting,ours-what-only,1,8,2855763027,0.8,0.4
wastesorting,ours,1,8,2855763027,0.8,0.4
wastesorting,random,1,9,3987872288,0.8,0.4
wastesorting,ours-when-only,1,9,3987872288,0.8,0.4
wastesorting,ours-what-only,1,9,3987872288,0.8,0.4
wastesorting,ours,1,9,3987872288,0.8,0.4
wastesorting,random,1,10,3143992301,0.8,0.4
wastesorting,ours-when-only,1,10,3143992301,0.8,0.4
wastesorting,ours-what-only,1,10,3143992301,0.8,0.4
wastesorting,ours,1,10,3143992301,0.8,0.4
wastesorting,random,1,11,304491485,0.8,0.4
wastesorting,ours-when-only,1,11,304491485,0.8,0.4
wastesorting,ours-what-only,1,11,304491485,0.8,0.4
wastesorting,ours,1,11,304491485,0.8,0.4
wastesorting,random,1,12,1469124930,0.8,0.4
wastesorting,ours-when-only,1,12,1469124930,0.8,0.4
wastesorting,ours-what-only,1,12,1469124930,0.8,0.4
wastesorting,ours,1,12,1469124930,0.8,0.4
wastesorting,random,1,13,3904873952,0.8,0.4
wastesorting,ours-when-only,1,13,3904873952,0.8,0.4
wastesorting,ours-what-only,1,13,3904873952,0.8,0.4
wastesorting,ours,1,13,3904873952,0.8,0.4
wastesorting,random,1,14,1753239905,0.8,0.4
wastesorting,ours-when-only,1,14,1753239905,0.8,0.4
wastesorting,ours-what-only,1,14,1753239905,0.8,0.4
wastesorting,ours,1,14,1753239905,0.8,0.4
wastesorting,random,1,15,3890046989,0.8,0.4
wastesorting,ours-when-only,1,15,3890046989,0.8,0.4
wastesorting,ours-what-only,1,15,3890046989,0.8,0.4
wastesorting,ours,1,15,3890046989,0.8,0.4
wastesorting,random,1,16,4016452800,0.8,0.4
wastesorting,ours-when-only,1,16,4016452800,0.8,0.4
wastesorting,ours-what-only,1,16,4016452800,0.8,0.4
wastesorting,ours,1,16,4016452800,0.8,0.4
wastesorting,random,1,17,1421291149,0.8,0.4
wastesorting,ours-when-only,1,17,1421291149,0.8,0.4
wastesorting,ours-what-only,1,17,1421291149,0.8,0.4
wastesorting,ours,1,17,1421291149,0.8,0.4
wastesorting,random,1,18,1201660994,0.8,0.4
wastesorting,ours-when-only,1,18,1201660994,0.8,0.4
wastesorting,ours-what-only,1,18,1201660994,0.8,0.4
wastesorting,ours,1,18,1201660994,0.8,0.4
wastesorting,random,1,19,2732686114,0.8,0.4
wastesorting,ours-when-only,1,19,2732686114,0.8,0.4
wastesorting,ours-what-only,1,19,2732686114,0.8,0.4
wastesorting,ours,1,19,2732686114,0.8,0.4
wastesorting,random,1,20,3276452260,0.8,0.4
wastesorting,ours-when-only,1,20,3276452260,0.8,0.4
wastesorting,ours-what-only,1,20,3276452260,0.8,0.4
wastesorting,ours,1,20,3276452260,0.8,0.4
wastesorting,random,1,21,973561137,0.8,0.4
wastesorting,ours-when-only,1,21,973561137,0.8,0.4
wastesorting,ours-what-only,1,21,973561137,0.8,0.4
wastesorting,ours,1,21,973561137,0.8,0.4
wastesorting,random,1,22,221659181,0.8,0.4
wastesorting,ours-when-only,1,22,221659181,0.8,0.4
wastesorting,ours-what-only,1,22,221659181,0.8,0.4
wastesorting,ours,1,22,221659181,0.8,0.4
wastesorting,random,1,23,3794435593,0.8,0.4
wastesorting,ours-when-only,1,23,3794435593,0.8,0.4
wastesorting,ours-what-only,1,23,3794435593,0.8,0.4
wastesorting,ours,1,23,3794435593,0.8,0.4
wastesorting,random,1,24,1062380405,0.8,0.4
wastesorting,ours-when-only,1,24,1062380405,0.8,0.4
wastesorting,ours-what-only,1,24,1062380405,0.8,0.4
wastesorting,ours,1,24,1062380405,0.8,0.4
wastesorting,random,1,25,2258604627,0.8,0.4
wastesorting,ours-when-only,1,25,2258604627,0.8,0.4
wastesorting,ours-what-only,1,25,2258604627,0.8,0.4
wastesorting,ours,1,25,2258604627,0.8,0.4
wastesorting,random,1,26,2829245352,0.8,0.4
wastesorting,ours-when-only,1,26,2829245352,0.8,0.4
wastesorting,ours-what-only,1,26,2829245352,0.8,0.4
wastesorting,ours,1,26,2829245352,0.8,0.4
wastesorting,random,1,27,3940097250,0.8,0.4
wastesorting,ours-when-only,1,27,3940097250,0.8,0.4
wastesorting,ours-what-only,1,27,3940097250,0.8,0.4
wastesorting,ours,1,27,3940097250,0.8,0.4
wastesorting,random,1,28,2295953812,0.8,0.4
wastesorting,ours-when-only,1,28,2295953812,0.8,0.4
wastesorting,ours-what-only,1,28,2295953812,0.8,0.4
wastesorting,ours,1,28,2295953812,0.8,0.4
wastesorting,random,1,29,1147340016,0.8,0.4
wastesorting,ours-when-only,1,29,1147340016,0.8,0.4
wastesorting,ours-what-only,1,29,1147340016,0.8,0.4
wastesorting,ours,1,29,1147340016,0.8,0.4
wastesorting,random,1,30,3656921932,0.8,0.4
wastesorting,ours-when-only,1,30,3656921932,0.8,0.4
wastesorting,ours-what-only,1,30,3656921932,0.8,0.4
wastesorting,ours,1,30,3656921932,0.8,0.4
wastesorting,random,1,31,834664221,0.8,0.4
wastesorting,ours-when-only,1,31,834664221,0.8,0.4
wastesorting,ours-what-only,1,31,834664221,0.8,0.4
wastesorting,ours,1,31,834664221,0.8,0.4
wastesorting,random,1,32,2566599462,0.8,0.4
wastesorting,ours-when-only,1,32,2566599462,0.8,0.4
wastesorting,ours-what-only,1,32,2566599462,0.8,0.4
wastesorting,ours,1,32,2566599462,0.8,0.4
wastesorting,random,1,33,481330159,0.8,0.4
wastesorting,ours-when-only,1,33,481330159,0.8,0.4
wastesorting,ours-what-only,1,33,481330159,0.8,0.4
wastesorting,ours,1,33,481330159,0.8,0.4
wastesorting,random,1,34,3722475659,0.8,0.4
wastesorting,ours-when-only,1,34,3722475659,0.8,0.4
wastesorting,ours-what-only,1,34,3722475659,0.8,0.4
wastesorting,ours,1,34,3722475659,0.8,0.4
wastesorting,random,1,35,3267154761,0.8,0.4
wastesorting,ours-when-only,1,35,3267154761,0.8,0.4
wastesorting,ours-what-only,1,35,3267154761,0.8,0.4
wastesorting,ours,1,35,3267154761,0.8,0.4
wastesorting,random,1,36,2062582486,0.8,0.4
wastesorting,ours-when-only,1,36,2062582486,0.8,0.4
wastesorting,ours-what-only,1,36,2062582486,0.8,0.4
wastesorting,ours,1,36,2062582486,0.8,0.4
wastesorting,random,1,37,4001804605,0.8,0.4
wastesorting,ours-when-only,1,37,4001804605,0.8,0.4
wastesorting,ours-what-only,1,37,4001804605,0.8,0.4
wastesorting,ours,1,37,4001804605,0.8,0.4
wastesorting,random,1,38,3175035907,0.8,0.4
wastesorting,ours-when-only,1,38,3175035907,0.8,0.4
wastesorting,ours-what-only,1,38,3175035907,0.8,0.4
wastesorting,ours,1,38,3175035907,0.8,0.4
wastesorting,random,1,39,3156193605,0.8,0.4
wastesorting,ours-when-only,1,39,3156193605,0.8,0.4
wastesorting,ours-what-only,1,39,3156193605,0.8,0.4
wastesorting,ours,1,39,3156193605,0.8,0.4
wastesorting,random,1,40,3862245153,0.8,0.4
wastesorting,ours-when-only,1,40,3862245153,0.8,0.4
wastesorting,ours-what-only,1,40,3862245153,0.8,0.4
wastesorting,ours,1,40,3862245153,0.8,0.4
wastesorting,random,2,1,2156641990,0.8,0.4
wastesorting,ours-when-only,2,1,2156641990,0.8,0.4
wastesorting,ours-what-only,2,1,2156641990,0.8,0.4
wastesorting,ours,2,1,2156641990,0.8,0.4
wastesorting,random,2,2,715488211,0.8,0.4
wastesorting,ours-when-only,2,2,715488211,0.8,0.4
wastesorting,ours-what-only,2,2,715488211,0.8,0.4
wastesorting,ours,2,2,715488211,0.8,0.4
wastesorting,random,2,3,1273456514,0.8,0.4
wastesorting,ours-when-only,2,3,1273456514,0.8,0.4
wastesorting,ours-what-only,2,3,1273456514,0.8,0.4
wastesorting,ours,2,3,1273456514,0.8,0.4
wastesorting,random,2,4,1679391382,0.8,0.4
wastesorting,ours-when-only,2,4,1679391382,0.8,0.4
wastesorting,ours-what-only,2,4,1679391382,0.8,0.4
wastesorting,ours,2,4,1679391382,0.8,0.4
wastesorting,random,2,5,1315496753,0.8,0.4
wastesorting,ours-when-only,2,5,1315496753,0.8,0.4
wastesorting,ours-what-only,2,5,1315496753,0.8,0.4
wastesorting,ours,2,5,1315496753,0.8,0.4
wastesorting,random,2,6,3794247199,0.8,0.4
wastesorting,ours-when-only,2,6,3794247199,0.8,0.4
wastesorting,ours-what-only,2,6,3794247199,0.8,0.4
wastesorting,ours,2,6,3794247199,0.8,0.4
wastesorting,random,2,7,2628956077,0.8,0.4
wastesorting,ours-when-only,2,7,2628956077,0.8,0.4
wastesorting,ours-what-only,2,7,2628956077,0.8,0.4
wastesorting,ours,2,7,2628956077,0.8,0.4
wastesorting,random,2,8,1669852028,0.8,0.4
wastesorting,ours-when-only,2,8,1669852028,0.8,0.4
wastesorting,ours-what-only,2,8,1669852028,0.8,0.4
wastesorting,ours,2,8,1669852028,0.8,0.4
wastesorting,random,2,9,2314118130,0.8,0.4
wastesorting,ours-when-only,2,9,2314118130,0.8,0.4
wastesorting,ours-what-only,2,9,2314118130,0.8,0.4
wastesorting,ours,2,9,2314118130,0.8,0.4
wastesorting,random,2,10,1150653687,0.8,0.4
wastesorting,ours-when-only,2,10,1150653687,0.8,0.4
wastesorting,ours-what-only,2,10,1150653687,0.8,0.4
wastesorting,ours,2,10,1150653687,0.8,0.4
wastesorting,random,2,11,3820178410,0.8,0.4
wastesorting,ours-when-only,2,11,3820178410,0.8,0.4
wastesorting,ours-what-only,2,11,3820178410,0.8,0.4
wastesorting,ours,2,11,3820178410,0.8,0.4
wastesorting,random,2,12,1684512935,0.8,0.4
wastesorting,ours-when-only,2,12,1684512935,0.8,0.4
wastesorting,ours-what-only,2,12,1684512935,0.8,0.4
wastesorting,ours,2,12,1684512935,0.8,0.4
wastesorting,random,2,13,800159661,0.8,0.4
wastesorting,ours-when-only,2,13,800159661,0.8,0.4
wastesorting,ours-what-only,2,13,800159661,0.8,0.4
wastesorting,ours,2,13,800159661,0.8,0.4
wastesorting,random,2,14,3132007216,0.8,0.4
wastesorting,ours-when-only,2,14,3132007216,0.8,0.4
wastesorting,ours-what-only,2,14,3132007216,0.8,0.4
wastesorting,ours,2,14,3132007216,0.8,0.4
wastesorting,random,2,15,431660203,0.8,0.4
wastesorting,ours-when-only,2,15,431660203,0.8,0.4
wastesorting,ours-what-only,2,15,431660203,0.8,0.4
wastesorting,ours,2,15,431660203,0.8,0.4
wastesorting,random,2,16,4052769592,0.8,0.4
wastesorting,ours-when-only,2,16,4052769592,0.8,0.4
wastesorting,ours-what-only,2,16,4052769592,0.8,0.4
wastesorting,ours,2,16,4052769592,0.8,0.4
wastesorting,random,2,17,1116766657,0.8,0.4
wastesorting,ours-when-only,2,17,1116766657,0.8,0.4
wastesorting,ours-what-only,2,17,1116766657,0.8,0.4
wastesorting,ours,2,17,1116766657,0.8,0.4
wastesorting,random,2,18,1960486937,0.8,0.4
wastesorting,ours-when-only,2,18,1960486937,0.8,0.4
wastesorting,ours-what-only,2,18,1960486937,0.8,0.4
wastesorting,ours,2,18,1960486937,0.8,0.4
wastesorting,random,2,19,1185595584,0.8,0.4
wastesorting,ours-when-only,2,19,1185595584,0.8,0.4
wastesorting,ours-what-only,2,19,1185595584,0.8,0.4
wastesorting,ours,2,19,1185595584,0.8,0.4
wastesorting,random,2,20,2175442287,0.8,0.4
wastesorting,ours-when-only,2,20,2175442287,0.8,0.4
wastesorting,ours-what-only,2,20,2175442287,0.8,0.4
wastesorting,ours,2,20,2175442287,0.8,0.4
wastesorting,random,2,21,1478189300,0.8,0.4
wastesorting,ours-when-only,2,21,1478189300,0.8,0.4
wastesorting,ours-what-only,2,21,1478189300,0.8,0.4
wastesorting,ours,2,21,1478189300,0.8,0.4
wastesorting,random,2,22,2497538083,0.8,0.4
wastesorting,ours-when-only,2,22,2497538083,0.8,0.4
wastesorting,ours-what-only,2,22,2497538083,0.8,0.4
wastesorting,ours,2,22,2497538083,0.8,0.4
wastesorting,random,2,23,92232459,0.8,0.4
wastesorting,ours-when-only,2,23,92232459,0.8,0.4
wastesorting,ours-what-only,2,23,92232459,0.8,0.4
wastesorting,ours,2,23,92232459,0.8,0.4
wastesorting,random,2,24,3750062435,0.8,0.4
wastesorting,ours-when-only,2,24,3750062435,0.8,0.4
wastesorting,ours-what-only,2,24,3750062435,0.8,0.4
wastesorting,ours,2,24,3750062435,0.8,0.4
wastesorting,random,2,25,3666558197,0.8,0.4
wastesorting,ours-when-only,2,25,3666558197,0.8,0.4
wastesorting,ours-what-only,2,25,3666558197,0.8,0.4
wastesorting,ours,2,25,3666558197,0.8,0.4
wastesorting,random,2,26,4053942929,0.8,0.4
wastesorting,ours-when-only,2,26,4053942929,0.8,0.4
wastesorting,ours-what-only,2,26,4053942929,0.8,0.4
wastesorting,ours,2,26,4053942929,0.8,0.4
wastesorting,random,2,27,1014673370,0.8,0.4
wastesorting,ours-when-only,2,27,1014673370,0.8,0.4
wastesorting,ours-what-only,2,27,1014673370,0.8,0.4
