run,logs/wastesorting/scene_01_step50/thres_0-1,logs/wastesorting/scene_02_step50/thres_0-1,logs/wastesorting/scene_03_step50/thres_0-1,logs/wastesorting/scene_04_step50/thres_0-1,logs/wastesorting/scene_05_step50/thres_0-1
1,0,0,0,0,1
2,1,0,1,0,0
3,0,0,0,1,0
4,2,1,1,3,0
5,1,1,1,0,0
6,1,0,1,0,0
7,0,4,0,2,1
8,3,1,1,0,0
9,1,2,0,0,1
10,0,0,0,1,1
11,0,0,1,0,0
12,1,3,0,0,0
13,1,0,0,0,0
14,0,1,0,0,0
15,0,3,0,1,1
16,0,1,3,0,1
17,1,1,0,0,0
18,0,0,1,0,0
19,0,0,0,1,1
20,1,0,1,0,1
21,0,1,0,0,3
22,0,0,0,1,0
23,0,0,0,1,0
24,0,1,1,0,2
25,0,0,1,0,0
26,1,1,1,0,0
27,0,1,0,2,0
28,1,0,0,0,0
29,0,0,1,0,0
30,0,1,0,0,4
31,0,2,0,1,0
32,0,0,1,0,0
33,0,0,0,0,0
34,0,1,0,0,1
35,0,0,2,1,0
36,1,1,2,1,0
37,0,0,0,0,0
38,1,1,1,1,2
39,1,0,0,2,1
40,0,1,2,0,0
95% confidence interval,0.2400~0.6600,0.4274~1.0226,0.3434~0.8066,0.2424~0.7076,0.2444~0.8056
average question,0.4500,0.7250,0.5750,0.4750,0.5250
