domain,scene,seed,reference,comparison,reference_source,comparison_source,reference_success,comparison_success,questions_delta,steps_delta,seconds_delta,reward_delta
wastesorting,02,1014673370,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_27_seed_1014673370/exp_wastesorting_20260921_014403_423595.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_27_seed_1014673370/exp_wastesorting_20260921_042847_940850.txt,1,1,-8.0,0.0,-2.3529,0.0
wastesorting,02,1116766657,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_17_seed_1116766657/exp_wastesorting_20260921_014349_308496.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_17_seed_1116766657/exp_wastesorting_20260921_042815_586146.txt,1,1,-4.0,-1.0,-1.5303,-15.0
wastesorting,02,1150653687,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_10_seed_1150653687/exp_wastesorting_20260921_014339_500672.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_10_seed_1150653687/exp_wastesorting_20260921_042753_808479.txt,1,1,-6.0,1.0,-1.9651999999999998,15.0
wastesorting,02,1185595584,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_19_seed_1185595584/exp_wastesorting_20260921_014352_135121.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_19_seed_1185595584/exp_wastesorting_20260921_042822_215734.txt,1,1,-7.0,0.0,-2.0907,0.0
wastesorting,02,1191125615,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_38_seed_1191125615/exp_wastesorting_20260921_014419_043542.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_38_seed_1191125615/exp_wastesorting_20260921_042919_982813.txt,1,1,-6.0,0.0,-1.8655,0.0
wastesorting,02,1273456514,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_03_seed_1273456514/exp_wastesorting_20260921_014329_315854.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_03_seed_1273456514/exp_wastesorting_20260921_042730_875836.txt,1,1,-4.0,0.0,-1.3514,0.0
wastesorting,02,1315496753,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_05_seed_1315496753/exp_wastesorting_20260921_014332_170059.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_05_seed_1315496753/exp_wastesorting_20260921_042736_196048.txt,1,1,-2.0,-2.0,-1.3221999999999998,-15.0
wastesorting,02,1478189300,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_21_seed_1478189300/exp_wastesorting_20260921_014354_933058.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_21_seed_1478189300/exp_wastesorting_20260921_042827_720211.txt,1,1,-5.0,0.0,-1.298,0.0
wastesorting,02,1669852028,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_08_seed_1669852028/exp_wastesorting_20260921_014336_377295.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_08_seed_1669852028/exp_wastesorting_20260921_042746_881321.txt,1,1,-5.0,0.0,-1.8225,0.0
wastesorting,02,1679391382,ours,value_what,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/ours/run_04_seed_1679391382/exp_wastesorting_20260921_014330_805740.txt,experiments_logs/analysis_recent/when_what_mechanisms_20260921/00_raw/wastesorting/scene_02/value_what/run_04_seed_1679391382/exp_wastesorting_20260921_042733_512713.txt,1,1,-3.0,0.0,-1.161,0.0
