domain,reference,comparison,n_pairs,reference_unmatched,comparison_unmatched,reference_only_success,comparison_only_success,success_delta_pp,exact_mcnemar_p,p_holm,difference_direction,questions_paired_n,questions_delta_mean,questions_delta_ci95_normal_low,questions_delta_ci95_normal_high,steps_paired_n,steps_delta_mean,steps_delta_ci95_normal_low,steps_delta_ci95_normal_high,seconds_paired_n,seconds_delta_mean,seconds_delta_ci95_normal_low,seconds_delta_ci95_normal_high,reward_paired_n,reward_delta_mean,reward_delta_ci95_normal_low,reward_delta_ci95_normal_high
all,ours,cp_when,399,1,0,106,2,26.06516290726817,3.6281438664344504e-29,7.256287732868901e-29,reference minus comparison,399,2.761904761904762,2.367994330528728,3.155815193280796,399,1.1428571428571428,0.6315641835205337,1.654150102193752,399,-17.422878446115288,-18.078042987132708,-16.767713905097867,399,3.208020050125313,0.8587963145882398,5.557243785662386
all,ours,value_when,400,0,0,160,0,40.0,1.3684555315672042e-48,4.1053665947016125e-48,reference minus comparison,400,7.615,7.398648918141128,7.831351081858872,400,1.3525,0.9990161256153051,1.7059838743846951,400,-1.16763925,-1.2671223316399642,-1.0681561683600356,400,7.4,6.2647404489716685,8.535259551028332
all,ours,value_what,400,0,0,3,0,0.75,0.25,0.25,reference minus comparison,400,-4.3125,-4.578963700522109,-4.046036299477891,400,-0.185,-0.3714497719948241,0.0014497719948240728,400,-1.433378,-1.4987390135539742,-1.3680169864460259,400,-1.5875,-2.6950820704360967,-0.4799179295639031
tomato,ours,cp_when,199,1,0,71,2,34.67336683417086,5.721707558702799e-19,1.1443415117405598e-18,reference minus comparison,199,5.155778894472362,4.757605677304362,5.553952111640362,199,1.8341708542713568,0.8570269337586917,2.811314774784022,199,-20.160401005025125,-21.29418477236953,-19.02661723768072,199,4.346733668341709,-0.052033798899285166,8.745501135582703
tomato,ours,value_when,200,0,0,72,0,36.0,4.235164736271502e-22,1.2705494208814505e-21,reference minus comparison,200,8.13,7.846515071643687,8.413484928356315,200,0.75,0.17550287584496915,1.3244971241550307,200,-1.7459225,-1.9040059300197472,-1.587839069980253,200,7.225,5.681445311775528,8.768554688224471
tomato,ours,value_what,200,0,0,3,0,1.5,0.25,0.25,reference minus comparison,200,-3.62,-3.938819947030227,-3.301180052969773,200,-0.03,-0.3863730029368875,0.32637300293688754,200,-1.038158,-1.1189621664392684,-0.9573538335607314,200,0.875,-1.0102090010711706,2.7602090010711704
wastesorting,ours,cp_when,200,0,0,35,0,17.5,5.820766091346741e-11,1.1641532182693481e-10,reference minus comparison,200,0.38,-0.11250786263812312,0.8725078626381231,200,0.455,0.17305564372394505,0.7369443562760549,200,-14.6990435,-15.09006594896157,-14.30802105103843,200,2.075,0.3972425766915517,3.7527574233084486
wastesorting,ours,value_when,200,0,0,88,0,44.0,6.462348535570529e-27,1.9387045606711586e-26,reference minus comparison,200,7.1,6.788394190937226,7.411605809062773,200,1.955,1.5587709880501839,2.3512290119498163,200,-0.589356,-0.6316146624150631,-0.5470973375849368,200,7.575,5.90632793343781,9.24367206656219
wastesorting,ours,value_what,200,0,0,0,0,0.0,1.0,1.0,reference minus comparison,200,-5.005,-5.410665533011001,-4.599334466988998,200,-0.34,-0.4471176294913314,-0.23288237050866864,200,-1.828598,-1.8962101555722717,-1.7609858444277282,200,-4.05,-5.113557799176455,-2.9864422008235447
