domain,condition,scene,n_attempted,n_valid,n_errors,successes,success_percent,success_ci_low,success_ci_high,success_percent_errors_as_failure,end_reasons,questions_n,questions_mean,questions_sd,questions_success_only_n,questions_success_only_mean,questions_success_only_sd,steps_n,steps_mean,steps_sd,steps_success_only_n,steps_success_only_mean,steps_success_only_sd,seconds_n,seconds_mean,seconds_sd,seconds_success_only_n,seconds_success_only_mean,seconds_success_only_sd,reward_n,reward_mean,reward_sd,reward_success_only_n,reward_success_only_mean,reward_success_only_sd
tomato,random,01,40,40,0,32,80.0,65.2426936536005,89.5000102745623,80.0,"{'PLAN FAILURE': 7, 'GOAL DONE': 32, 'MAX STEP': 1}",40,8.65,4.288027458771631,32,9.5,3.860469635478514,40,14.25,6.428103361063263,32,14.1875,1.3304740847993173,40,1.2605675,1.2126088194123719,32,1.164440625,0.2094730329235184,40,22.25,29.0435128905861,32,30.0,0.0
tomato,random,02,40,40,0,25,62.5,47.0324391373011,75.77702083276672,62.5,"{'MAX STEP': 3, 'GOAL DONE': 25, 'PLAN FAILURE': 12}",40,7.35,4.299970184750539,25,8.88,4.216238449929826,40,17.2,11.640336588665978,25,16.4,6.150880695748645,40,1.9002225,2.161548375644182,25,1.558472,1.1294280977261604,40,4.0,50.30929974692195,25,22.8,26.38181191654584
tomato,random,03,40,40,0,28,70.0,54.56998118185506,81.92515477025347,70.0,"{'GOAL DONE': 28, 'PLAN FAILURE': 12}",40,7.725,4.562879769933873,28,9.214285714285714,4.3235542893690715,40,11.85,3.4902795421070905,28,13.821428571428571,1.0904831219021407,40,0.921305,0.36250979541142164,28,1.117525,0.16668382495011327,40,23.0,11.591331863033444,28,30.0,0.0
tomato,random,04,40,40,0,30,75.0,59.806038579231966,85.8128813609037,75.0,"{'GOAL DONE': 30, 'PLAN FAILURE': 9, 'MAX STEP': 1}",40,8.475,3.6724022739262185,30,9.1,3.283711104937469,40,13.875,6.641700044956825,30,14.1,1.2134305884983485,40,1.2185375,1.1741944681655219,30,1.14808,0.19244316026046362,40,20.75,29.385806795554227,30,30.0,0.0
tomato,random,05,40,40,0,32,80.0,65.2426936536005,89.5000102745623,80.0,"{'PLAN FAILURE': 8, 'GOAL DONE': 32}",40,8.375,4.5555685845133675,32,8.5,4.1659139104976015,40,13.65,3.3015148038438356,32,14.5625,2.093576966851,40,1.134005,0.40418031388008635,32,1.2306593749999999,0.31804471470916706,40,26.25,8.678739126192976,32,30.0,0.0
tomato,ours_what_only,01,40,40,0,31,77.5,62.496903257689986,87.68390867645927,77.5,"{'PLAN FAILURE': 7, 'GOAL DONE': 31, 'MAX STEP': 2}",40,7.075,3.0330445058322133,31,7.903225806451613,2.624942395681315,40,15.25,8.544753976143522,31,14.32258064516129,1.3263256707710351,40,1.4400125000000001,1.5359416056587536,31,1.1968612903225806,0.2113221327380221,40,17.5,40.87190747338348,31,30.0,0.0
tomato,ours_what_only,02,40,40,0,26,65.0,49.50588083725769,77.86547112682372,65.0,"{'MAX STEP': 3, 'GOAL DONE': 26, 'PLAN FAILURE': 11}",40,6.325,3.213652766333678,26,7.615384615384615,2.8855075543401103,40,17.2,11.640336588665978,26,16.307692307692307,6.044959756817117,40,1.9049125,2.174715443712532,26,1.5486807692307691,1.1346257046336403,40,4.25,50.41558061979222,26,23.076923076923077,25.887329838240294
tomato,ours_what_only,03,40,40,0,28,70.0,54.56998118185506,81.92515477025347,70.0,"{'GOAL DONE': 28, 'PLAN FAILURE': 12}",40,5.975,3.1662280397975127,28,7.178571428571429,2.816006779092369,40,11.925,3.569008337454609,28,13.928571428571429,1.2450962012087863,40,0.937285,0.38349159021969537,28,1.1419285714285714,0.2009838336176852,40,23.0,11.591331863033444,28,30.0,0.0
tomato,ours_what_only,04,40,40,0,29,72.5,57.16504419378943,83.89198375233266,72.5,"{'GOAL DONE': 29, 'PLAN FAILURE': 10, 'MAX STEP': 1}",40,6.575,2.9342146112061034,29,7.482758620689655,2.399712626473256,40,13.7,6.794417014292143,29,14.206896551724139,1.206509438268322,40,1.232745,1.2018388688343484,29,1.1791931034482759,0.20602562588709078,40,19.75,29.568477671244285,29,30.0,0.0
tomato,ours_what_only,05,40,40,0,33,82.5,68.05000966821228,91.25458625396408,82.5,"{'PLAN FAILURE': 7, 'GOAL DONE': 33}",40,6.9,3.1198290551460244,33,7.0,2.9368350311176825,40,13.8,3.2360152768172883,33,14.545454545454545,2.0014199504806127,40,1.1644875,0.40198818657696384,33,1.2400242424242425,0.31814000065841985,40,26.5,8.638019716079873,33,30.0,0.0
tomato,ours_when_only,01,40,40,0,39,97.5,87.11863103652591,99.55731684973186,97.5,"{'PLAN FAILURE': 1, 'GOAL DONE': 39}",40,12.6,3.0025630077293326,39,12.76923076923077,2.8419928002940256,40,13.825,1.6777197590013626,39,14.025641025641026,1.1118306262333753,40,1.1183725,0.23327020096929743,39,1.1405615384615384,0.1887711739470842,40,29.5,3.1622776601683795,39,30.0,0.0
tomato,ours_when_only,02,40,40,0,39,97.5,87.11863103652591,99.55731684973186,97.5,"{'GOAL DONE': 39, 'MAX STEP': 1}",40,12.675,2.758553132461904,39,12.666666666666666,2.7941040681870906,40,15.85,7.4370865539037805,39,14.974358974358974,5.028796965515497,40,1.5050575,1.516219131528851,39,1.315674358974359,0.9418204395625887,40,20.5,36.87817782917155,39,25.256410256410255,21.611057048988346
tomato,ours_when_only,03,40,40,0,39,97.5,87.11863103652591,99.55731684973186,97.5,"{'GOAL DONE': 39, 'MAX STEP': 1}",40,12.825,2.1942523988237066,39,12.820512820512821,2.2227507243787024,40,14.9,5.816863195563175,39,14.0,1.2139539573337679,40,1.3348575,1.2372686342406165,39,1.1413564102564102,0.18438698977232895,40,25.0,30.822070014844883,39,29.871794871794872,0.8006407690254357
tomato,ours_when_only,04,40,40,0,39,97.5,87.11863103652591,99.55731684973186,97.5,"{'GOAL DONE': 39, 'MAX STEP': 1}",40,12.825,2.3630434526208695,39,12.923076923076923,2.3099853654653244,40,15.025,5.841880185570747,39,14.128205128205128,1.4175495383432706,40,1.336435,1.2570709607186268,39,1.1406307692307693,0.21882254424634895,40,25.0,31.622776601683793,39,30.0,0.0
tomato,ours_when_only,05,40,40,0,39,97.5,87.11863103652591,99.55731684973186,97.5,"{'GOAL DONE': 39, 'MAX STEP': 1}",40,12.2,2.4515824298310696,39,12.205128205128204,2.4834132621251994,40,14.725,5.7778866689278665,39,13.820512820512821,0.823081337407916,40,1.2901625,1.2237677986317292,39,1.0979179487179487,0.14070013629551412,40,25.0,30.822070014844883,39,29.871794871794872,0.8006407690254357
tomato,ours,01,40,40,0,39,97.5,87.11863103652591,99.55731684973186,97.5,"{'GOAL DONE': 39, 'MAX STEP': 1}",40,9.225,1.6715952767433777,39,9.307692307692308,1.608429213367177,40,14.975,5.7889705032224406,39,14.076923076923077,1.1328728126831358,40,1.310845,0.9751545523659315,39,1.1597641025641026,0.19724730868309975,40,25.25,30.041637771599603,39,30.0,0.0
tomato,ours,02,40,40,0,39,97.5,87.11863103652591,99.55731684973186,97.5,"{'GOAL DONE': 39, 'MAX STEP': 1}",40,9.3,1.8838041163342725,39,9.333333333333334,1.896441728097696,40,16.35,7.637794016330726,39,15.487179487179487,5.4137825810940745,40,1.6001875,1.529317099513827,39,1.417871794871795,1.0177471943228127,40,19.0,37.69309261349128,39,23.71794871794872,23.331646362768762
