domain,reference,comparison,n_pairs,reference_unmatched,comparison_unmatched,reference_only_success,comparison_only_success,success_delta_pp,exact_mcnemar_p,p_holm,difference_direction,questions_paired_n,questions_delta_mean,questions_delta_ci95_normal_low,questions_delta_ci95_normal_high,steps_paired_n,steps_delta_mean,steps_delta_ci95_normal_low,steps_delta_ci95_normal_high,seconds_paired_n,seconds_delta_mean,seconds_delta_ci95_normal_low,seconds_delta_ci95_normal_high,reward_paired_n,reward_delta_mean,reward_delta_ci95_normal_low,reward_delta_ci95_normal_high
all,ours,random,400,0,0,105,4,25.25,1.7808476387094032e-26,3.5616952774188064e-26,reference minus comparison,400,0.21,-0.3569479473832985,0.7769479473832984,400,0.885,0.3134780265650895,1.4565219734349104,400,0.06369174999999999,-0.04062854954814611,0.16801204954814608,400,2.7375,-0.06851593728943683,5.5435159372894365
all,ours,ours_what_only,400,0,0,104,3,25.25,2.5177481866260118e-27,7.553244559878035e-27,reference minus comparison,400,2.37,2.011716167309477,2.728283832690523,400,0.8225,0.275428587794444,1.369571412205556,400,0.0409015,-0.05962475012901953,0.14142775012901954,400,3.8875,1.2650360875521653,6.5099639124478355
all,ours,ours_when_only,400,0,0,1,1,0.0,1.0,1.0,reference minus comparison,400,-5.46,-5.8120531828640685,-5.1079468171359315,400,0.0475,-0.16191966167569877,0.25691966167569874,400,0.033186749999999994,-0.001541335115712951,0.06791483511571295,400,-2.6125,-3.733882448795277,-1.4911175512047228
tomato,ours,random,200,0,0,52,4,24.0,1.1008055578187737e-11,2.2016111156375473e-11,reference minus comparison,200,1.055,0.41948926324323565,1.6905107367567642,200,1.08,-0.014384787335720128,2.17438478733572,200,0.1001325,-0.10836803663693399,0.308633036636934,200,4.625,-0.7128016650894242,9.962801665089424
tomato,ours,ours_what_only,200,0,0,51,3,24.0,2.9187763317395365e-12,8.75632899521861e-12,reference minus comparison,200,2.6,2.125164725596734,3.074835274403266,200,0.87,-0.17539404309373807,1.915394043093738,200,0.0511715,-0.1498646944223015,0.2522076944223015,200,5.675,0.6854572689283343,10.664542731071666
tomato,ours,ours_when_only,200,0,0,1,1,0.0,1.0,1.0,reference minus comparison,200,-3.455,-3.775702718995011,-3.134297281004989,200,0.38,-0.01992958679709439,0.7799295867970943,200,0.070083,0.001411191742738599,0.1387548082572614,200,-1.125,-3.0867329401709727,0.8367329401709724
wastesorting,ours,random,200,0,0,53,0,26.5,2.220446049250313e-16,6.661338147750939e-16,reference minus comparison,200,-0.635,-1.561018166803139,0.29101816680313897,200,0.69,0.3573047425472554,1.0226952574527446,200,0.027250999999999994,0.016456011586018365,0.03804598841398162,200,0.85,-0.8659144393538482,2.565914439353848
wastesorting,ours,ours_what_only,200,0,0,53,0,26.5,2.220446049250313e-16,6.661338147750939e-16,reference minus comparison,200,2.14,1.604044347464543,2.6759556525354573,200,0.775,0.4475544056299943,1.1024455943700058,200,0.030631499999999996,0.020431136331447643,0.04083186366855235,200,2.1,0.5001585740706147,3.6998414259293853
wastesorting,ours,ours_when_only,200,0,0,0,0,0.0,1.0,1.0,reference minus comparison,200,-7.465,-7.953832854731568,-6.976167145268431,200,-0.285,-0.39295906537342984,-0.1770409346265701,200,-0.003709500000000008,-0.011949978862990233,0.004530978862990217,200,-4.1,-5.153000963174099,-3.0469990368259
