domain,scene,seed,reference,comparison,reference_source,comparison_source,reference_success,comparison_success,questions_delta,steps_delta,seconds_delta,reward_delta
tomato,01,53,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_1/exp_tomato_20260917_065019_534895.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_1/exp_tomato_20260917_065020_759806.txt,1,1,0.0,0.0,-0.5412000000000001,0.0
tomato,01,54,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_2/exp_tomato_20260917_065023_872703.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_2/exp_tomato_20260917_065025_119219.txt,1,1,1.0,0.0,-0.5719,10.0
tomato,01,55,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_3/exp_tomato_20260917_065028_217355.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_3/exp_tomato_20260917_065029_524887.txt,1,1,0.0,0.0,-0.6133,0.0
tomato,01,56,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_4/exp_tomato_20260917_065032_389951.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_4/exp_tomato_20260917_065033_491778.txt,1,1,2.0,1.0,-0.4114,-10.0
tomato,01,57,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_5/exp_tomato_20260917_065036_221258.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_5/exp_tomato_20260917_065037_334939.txt,1,1,1.0,0.0,-0.4779,-20.0
tomato,01,58,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_6/exp_tomato_20260917_065043_624410.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_6/exp_tomato_20260917_065044_741145.txt,0,1,4.0,37.0,2.9884000000000004,-165.0
tomato,01,59,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_7/exp_tomato_20260917_065047_496986.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_7/exp_tomato_20260917_065048_818932.txt,1,1,1.0,0.0,-0.6219,-10.0
tomato,01,60,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_8/exp_tomato_20260917_065051_850430.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_8/exp_tomato_20260917_065053_129839.txt,1,1,2.0,0.0,-0.5984999999999999,0.0
tomato,01,61,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_9/exp_tomato_20260917_065055_901512.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_9/exp_tomato_20260917_065057_136470.txt,1,1,1.0,0.0,-0.5692,-10.0
tomato,01,62,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_01/run_10/exp_tomato_20260917_065100_205467.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_01/run_10/exp_tomato_20260917_065108_700058.txt,1,0,5.0,-36.0,-7.796499999999999,185.0
tomato,02,63,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_1/exp_tomato_20260917_065111_494890.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_1/exp_tomato_20260917_065112_738504.txt,1,1,-3.0,-1.0,-0.6023000000000001,20.0
tomato,02,64,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_2/exp_tomato_20260917_065115_716566.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_2/exp_tomato_20260917_065116_939293.txt,1,1,0.0,0.0,-0.5616,10.0
tomato,02,65,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_3/exp_tomato_20260917_065119_940551.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_3/exp_tomato_20260917_065121_029228.txt,1,1,-1.0,0.0,-0.47430000000000005,-10.0
tomato,02,66,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_4/exp_tomato_20260917_065123_723808.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_4/exp_tomato_20260917_065124_856825.txt,1,1,2.0,0.0,-0.49640000000000006,-20.0
tomato,02,67,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_5/exp_tomato_20260917_065127_769745.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_5/exp_tomato_20260917_065129_247874.txt,1,1,2.0,-1.0,-0.7795000000000001,0.0
tomato,02,68,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_6/exp_tomato_20260917_065132_313998.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_6/exp_tomato_20260917_065133_618321.txt,1,1,0.0,0.0,-0.6167,-20.0
tomato,02,69,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_7/exp_tomato_20260917_065136_609088.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_7/exp_tomato_20260917_065137_727530.txt,1,1,3.0,0.0,-0.4982,-10.0
tomato,02,70,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_8/exp_tomato_20260917_065156_113088.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_8/exp_tomato_20260917_065157_218704.txt,1,1,0.0,4.0,-0.15360000000000007,10.0
tomato,02,71,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_9/exp_tomato_20260917_065200_002673.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_9/exp_tomato_20260917_065201_115510.txt,1,1,-1.0,1.0,-0.4417000000000001,-10.0
tomato,02,72,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_02/run_10/exp_tomato_20260917_065203_913115.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_02/run_10/exp_tomato_20260917_065205_056266.txt,1,1,4.0,2.0,-0.37650000000000006,0.0
tomato,03,73,50,100,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_50/scene_03/run_1/exp_tomato_20260917_065208_032692.txt,experiments_logs/n_simulations/20260917_065018_2044187/tomato/sim_100/scene_03/run_1/exp_tomato_20260917_065209_280446.txt,1,1,0.0,0.0,-0.6108,0.0
