domain,reference,comparison,n_pairs,reference_unmatched,comparison_unmatched,reference_only_success,comparison_only_success,success_delta_pp,exact_mcnemar_p,p_holm,difference_direction,questions_paired_n,questions_delta_mean,questions_delta_ci95_normal_low,questions_delta_ci95_normal_high,steps_paired_n,steps_delta_mean,steps_delta_ci95_normal_low,steps_delta_ci95_normal_high,seconds_paired_n,seconds_delta_mean,seconds_delta_ci95_normal_low,seconds_delta_ci95_normal_high,reward_paired_n,reward_delta_mean,reward_delta_ci95_normal_low,reward_delta_ci95_normal_high
all,50,100,100,0,0,1,2,-1.0,1.0,1.0,reference minus comparison,100,0.57,0.08328258622594342,1.0567174137740565,100,0.71,-0.5523249504996597,1.9723249504996596,100,-0.430469,-0.605200561076014,-0.25573743892398587,100,-3.95,-10.344081451139893,2.444081451139893
all,50,200,100,0,0,3,2,1.0,1.0,1.0,reference minus comparison,100,0.41,-0.09536613202033889,0.9153661320203388,100,-0.02,-1.6171438089140757,1.5771438089140757,100,-1.693902,-2.2057242055769564,-1.1820797944230435,100,0.55,-6.9118841089657925,8.011884108965793
tomato,50,100,50,0,0,1,2,-2.0,1.0,1.0,reference minus comparison,50,1.24,0.5370846413258178,1.942915358674182,50,1.5,-1.0138798192506706,4.01387981925067,50,-0.501836,-0.851654438727423,-0.15201756127257693,50,-7.2,-19.778470863208,5.3784708632079985
tomato,50,200,50,0,0,3,2,2.0,1.0,1.0,reference minus comparison,50,0.48,-0.29034721417704346,1.2503472141770433,50,-0.06,-3.2658665043477533,3.145866504347753,50,-2.31682,-3.314931780868519,-1.3187082191314812,50,2.9,-11.849883402320236,17.649883402320235
wastesorting,50,100,50,0,0,0,0,0.0,1.0,1.0,reference minus comparison,50,-0.1,-0.7267133037811444,0.5267133037811444,50,-0.08,-0.22645631328438992,0.0664563132843899,50,-0.359102,-0.37321262454283527,-0.3449913754571647,50,-0.7,-3.0090664886238905,1.6090664886238903
wastesorting,50,200,50,0,0,0,0,0.0,1.0,1.0,reference minus comparison,50,0.34,-0.3216652251471787,1.0016652251471787,50,0.02,-0.15250955420660334,0.19250955420660332,50,-1.070984,-1.1093598645287002,-1.0326081354712997,50,-1.8,-4.362526618363849,0.7625266183638486
