run,logs/tomato/scene_01_step50/thres_0-7,logs/tomato/scene_02_step50/thres_0-7,logs/tomato/scene_03_step50/thres_0-7,logs/tomato/scene_04_step50/thres_0-7,logs/tomato/scene_05_step50/thres_0-7
1,10.0,0.0,5.0,10.0,5.0
2,10.0,10.0,0.0,10.0,0.0
3,5.0,10.0,5.0,5.0,10.0
4,5.0,0.0,5.0,5.0,5.0
5,10.0,5.0,0.0,5.0,5.0
6,10.0,5.0,15.0,0.0,5.0
7,5.0,15.0,0.0,10.0,5.0
8,10.0,0.0,10.0,10.0,5.0
9,5.0,5.0,5.0,5.0,5.0
10,10.0,10.0,5.0,15.0,10.0
11,10.0,5.0,0.0,5.0,10.0
12,10.0,10.0,10.0,5.0,10.0
13,10.0,5.0,5.0,10.0,5.0
14,5.0,15.0,10.0,0.0,5.0
15,10.0,10.0,0.0,0.0,5.0
16,10.0,10.0,10.0,10.0,10.0
17,10.0,5.0,5.0,10.0,10.0
18,0.0,10.0,10.0,15.0,10.0
19,5.0,5.0,5.0,15.0,5.0
20,5.0,5.0,0.0,5.0,5.0
21,5.0,0.0,0.0,10.0,5.0
22,15.0,10.0,0.0,5.0,10.0
23,5.0,5.0,5.0,10.0,0.0
24,10.0,5.0,10.0,5.0,10.0
25,5.0,0.0,5.0,10.0,0.0
26,10.0,5.0,15.0,10.0,5.0
27,10.0,10.0,5.0,0.0,15.0
28,10.0,0.0,10.0,5.0,0.0
29,0.0,10.0,5.0,0.0,5.0
30,0.0,5.0,10.0,15.0,10.0
31,15.0,10.0,10.0,5.0,10.0
32,15.0,10.0,10.0,5.0,10.0
33,5.0,5.0,10.0,0.0,5.0
34,5.0,15.0,0.0,0.0,5.0
35,10.0,5.0,5.0,15.0,0.0
36,5.0,5.0,10.0,10.0,15.0
37,5.0,5.0,15.0,5.0,0.0
38,5.0,5.0,5.0,5.0,10.0
39,5.0,0.0,5.0,0.0,5.0
40,10.0,5.0,10.0,5.0,10.0
95% confidence interval,6.4619~8.7881,5.0627~7.6873,4.8574~7.6426,5.2800~8.2200,5.2744~7.7256
average reward,7.6250,6.3750,6.2500,6.7500,6.5000
