run,logs/wastesorting/scene_01_step50/thres_0-5,logs/wastesorting/scene_02_step50/thres_0-5,logs/wastesorting/scene_03_step50/thres_0-5,logs/wastesorting/scene_04_step50/thres_0-5,logs/wastesorting/scene_05_step50/thres_0-5
1,0,0,1,1,0
2,0,1,1,1,1
3,0,1,0,0,1
4,1,0,1,1,1
5,1,0,1,1,0
6,0,1,1,0,0
7,0,1,1,1,0
8,0,0,1,1,1
9,0,1,1,1,1
10,0,1,0,1,0
11,1,1,0,0,1
12,1,1,1,1,0
13,0,1,1,0,0
14,1,0,1,0,0
15,0,0,1,0,1
16,1,1,0,0,0
17,0,1,1,0,0
18,1,0,1,1,0
19,1,1,1,1,1
20,1,0,1,1,1
21,0,1,0,0,0
22,1,1,1,1,0
23,1,1,1,0,0
24,0,0,0,1,0
25,0,1,0,0,0
26,1,1,1,0,1
27,1,1,1,1,1
28,1,0,0,0,1
29,0,1,1,1,1
30,1,1,0,1,0
31,1,0,0,0,0
32,1,0,0,1,0
33,1,1,1,0,1
34,0,0,1,1,1
35,1,1,1,1,1
36,1,0,1,0,0
37,0,1,1,1,1
38,0,0,0,0,0
39,0,0,1,0,1
40,1,1,1,1,0
95% confidence interval,0.3683~0.6817,0.4462~0.7538,0.5562~0.8438,0.3939~0.7061,0.2939~0.6061
success rate,0.5250,0.6000,0.7000,0.5500,0.4500
