run,logs/wastesorting/scene_01_step50/thres_0-5,logs/wastesorting/scene_02_step50/thres_0-5,logs/wastesorting/scene_03_step50/thres_0-5,logs/wastesorting/scene_04_step50/thres_0-5,logs/wastesorting/scene_05_step50/thres_0-5
1,54.1807,54.7623,10.4628,9.3473,3.9458
2,51.7027,7.8257,7.8683,8.1693,11.5674
3,54.7325,13.5831,53.4395,52.28,11.5497
4,10.5422,54.0099,12.8617,10.5093,10.5936
5,9.4724,53.8178,8.2322,8.5794,54.2889
6,52.3545,8.1743,8.176,2.8058,52.2931
7,54.2172,14.0269,14.5805,9.6967,54.4376
8,52.1609,54.0725,8.0917,9.6801,8.3829
9,52.7238,10.1394,7.8712,8.6509,10.2022
10,54.7203,9.012,4.0799,9.7693,53.5539
11,8.1322,9.7869,51.6416,54.6005,8.5363
12,15.7849,10.0077,7.7673,9.0939,52.9018
13,52.908,9.3054,9.7535,53.8698,52.8773
14,17.2784,53.0497,9.6216,53.5996,2.8966
15,54.8151,54.5617,7.8846,52.2265,9.4529
16,11.912,8.3091,55.4254,53.4735,53.3002
17,54.6151,8.1111,9.6105,52.7431,53.2156
18,9.0227,52.3531,10.817,8.3048,55.0391
19,11.2544,8.1815,8.8589,9.6876,8.5384
20,8.024,54.0735,8.4974,9.0901,10.3798
21,53.8231,11.5312,55.5094,55.0628,52.3998
22,10.2167,10.438,10.7499,9.5037,6.1499
23,8.1293,11.103,9.9717,52.9303,53.8878
24,54.1612,4.5236,6.9536,10.0189,53.0848
25,4.3845,10.0635,54.7506,53.4417,52.5283
26,9.1838,8.9588,9.5711,54.9541,9.2729
27,8.2987,8.7251,10.083,9.0506,9.7121
28,9.9008,52.5718,51.8623,53.8047,14.2642
29,52.4664,10.0478,8.3026,11.2077,9.3947
30,11.4172,8.1581,54.2142,10.7989,52.3482
31,8.8896,51.9105,53.3494,2.7405,54.4742
32,9.1279,51.8099,53.5164,8.3722,53.8448
33,7.9626,11.7145,9.115,54.5225,9.809
34,54.4159,4.4849,12.4659,9.7904,9.1241
35,8.096,10.2231,10.6348,8.3819,9.9938
36,8.4929,52.0336,16.4129,54.6526,53.2272
37,53.9903,11.5861,11.4398,8.404,14.3057
38,53.3253,4.2678,2.7646,52.7181,55.216
39,2.758,53.2478,8.5859,52.923,7.9839
40,10.3573,14.8078,10.8338,10.6884,5.2337
95% confidence interval,21.3676~35.1299,17.2703~30.1982,13.5634~25.2681,19.8511~33.6561,22.1495~36.0609
average elapsed time,28.2488,23.7343,19.4157,26.7536,29.1052
