run,logs/tomato/scene_01_step50/thres_0-8,logs/tomato/scene_02_step50/thres_0-8,logs/tomato/scene_03_step50/thres_0-8,logs/tomato/scene_04_step50/thres_0-8,logs/tomato/scene_05_step50/thres_0-8
1,26,30,17,14,16
2,16,14,23,17,16
3,24,13,15,22,20
4,20,21,19,17,26
5,50,18,17,30,16
6,13,16,29,17,31
7,18,20,19,4,13
8,17,28,16,19,20
9,17,36,32,20,21
10,37,25,19,22,14
11,50,20,32,17,18
12,14,22,47,20,32
13,18,15,20,15,16
14,13,15,19,24,18
15,17,18,15,16,27
16,19,31,15,18,15
17,15,16,18,25,21
18,25,26,16,24,18
19,21,31,17,19,18
20,13,21,14,19,18
21,24,13,21,24,16
22,22,23,23,16,20
23,22,14,15,18,16
24,17,32,13,20,20
25,18,14,20,50,23
26,18,34,14,16,13
27,16,14,24,19,19
28,25,28,18,25,15
29,26,14,26,14,19
30,19,19,16,21,16
31,15,22,20,17,20
32,17,20,14,16,14
33,40,15,15,28,15
34,19,15,27,24,15
35,16,16,19,22,14
36,17,25,16,17,17
37,31,36,15,17,16
38,20,21,15,34,29
39,21,15,23,14,20
40,13,24,16,13,14
95% confidence interval,18.7165~24.2335,19.1205~23.3795,17.6934~21.7566,17.9010~22.2990,17.1635~20.0865
average step,21.4750,21.2500,19.7250,20.1000,18.6250
