global_index,baseline,domain,scene,iteration,seed,max_steps,n_simulations,max_depth,query_cost,answer_accuracy,prompt_version,qhat,temperature,expert,status,log_path
157,query_action_pomcp,tomato,04,37,1141903763,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
158,query_action_pomcp,tomato,04,38,2219488844,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
159,query_action_pomcp,tomato,04,39,3931316609,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
160,query_action_pomcp,tomato,04,40,3315816046,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_04_step50/query_as_action
161,query_action_pomcp,tomato,05,1,3945754139,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
162,query_action_pomcp,tomato,05,2,259038599,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
163,query_action_pomcp,tomato,05,3,2898963405,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
164,query_action_pomcp,tomato,05,4,1746555867,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
165,query_action_pomcp,tomato,05,5,879805946,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
166,query_action_pomcp,tomato,05,6,1691996467,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
167,query_action_pomcp,tomato,05,7,2654066318,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
168,query_action_pomcp,tomato,05,8,715972481,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
169,query_action_pomcp,tomato,05,9,794861334,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
170,query_action_pomcp,tomato,05,10,179847475,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
171,query_action_pomcp,tomato,05,11,2141224597,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
172,query_action_pomcp,tomato,05,12,3873493540,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
173,query_action_pomcp,tomato,05,13,444653586,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
174,query_action_pomcp,tomato,05,14,2591322916,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
175,query_action_pomcp,tomato,05,15,2082077157,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
176,query_action_pomcp,tomato,05,16,1584111328,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
177,query_action_pomcp,tomato,05,17,2883494985,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
178,query_action_pomcp,tomato,05,18,2222584418,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
179,query_action_pomcp,tomato,05,19,1573496301,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
180,query_action_pomcp,tomato,05,20,3850832736,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
181,query_action_pomcp,tomato,05,21,1896365895,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
182,query_action_pomcp,tomato,05,22,2128654182,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
183,query_action_pomcp,tomato,05,23,3471226395,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
184,query_action_pomcp,tomato,05,24,1127296088,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
185,query_action_pomcp,tomato,05,25,346784313,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
186,query_action_pomcp,tomato,05,26,1271340849,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
187,query_action_pomcp,tomato,05,27,1196215500,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
188,query_action_pomcp,tomato,05,28,3594782946,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
189,query_action_pomcp,tomato,05,29,3869246695,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
190,query_action_pomcp,tomato,05,30,2231101089,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
191,query_action_pomcp,tomato,05,31,28332744,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
192,query_action_pomcp,tomato,05,32,815541928,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
193,query_action_pomcp,tomato,05,33,3637968608,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
194,query_action_pomcp,tomato,05,34,1985644872,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
195,query_action_pomcp,tomato,05,35,589229374,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
196,query_action_pomcp,tomato,05,36,1101473435,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
197,query_action_pomcp,tomato,05,37,3696024021,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
198,query_action_pomcp,tomato,05,38,4191848859,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
199,query_action_pomcp,tomato,05,39,1042830735,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
200,query_action_pomcp,tomato,05,40,3034198474,50,100,20,1.0,1.0,v2,0.8404,5.0,exact_oracle,complete,experiments_logs/system_log/tomato/scene_05_step50/query_as_action
201,query_action_pomcp,wastesorting,01,1,4064545001,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
202,query_action_pomcp,wastesorting,01,2,3622402991,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
203,query_action_pomcp,wastesorting,01,3,2310768630,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
204,query_action_pomcp,wastesorting,01,4,2226680570,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
205,query_action_pomcp,wastesorting,01,5,4139245423,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
206,query_action_pomcp,wastesorting,01,6,3176006814,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
207,query_action_pomcp,wastesorting,01,7,1446821692,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
208,query_action_pomcp,wastesorting,01,8,2855763027,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
209,query_action_pomcp,wastesorting,01,9,3987872288,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
210,query_action_pomcp,wastesorting,01,10,3143992301,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
211,query_action_pomcp,wastesorting,01,11,304491485,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
212,query_action_pomcp,wastesorting,01,12,1469124930,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
213,query_action_pomcp,wastesorting,01,13,3904873952,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
214,query_action_pomcp,wastesorting,01,14,1753239905,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
215,query_action_pomcp,wastesorting,01,15,3890046989,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
216,query_action_pomcp,wastesorting,01,16,4016452800,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
217,query_action_pomcp,wastesorting,01,17,1421291149,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
218,query_action_pomcp,wastesorting,01,18,1201660994,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
219,query_action_pomcp,wastesorting,01,19,2732686114,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
220,query_action_pomcp,wastesorting,01,20,3276452260,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
221,query_action_pomcp,wastesorting,01,21,973561137,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
222,query_action_pomcp,wastesorting,01,22,221659181,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
223,query_action_pomcp,wastesorting,01,23,3794435593,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
224,query_action_pomcp,wastesorting,01,24,1062380405,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
225,query_action_pomcp,wastesorting,01,25,2258604627,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
226,query_action_pomcp,wastesorting,01,26,2829245352,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
227,query_action_pomcp,wastesorting,01,27,3940097250,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
228,query_action_pomcp,wastesorting,01,28,2295953812,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
229,query_action_pomcp,wastesorting,01,29,1147340016,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
230,query_action_pomcp,wastesorting,01,30,3656921932,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
231,query_action_pomcp,wastesorting,01,31,834664221,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
232,query_action_pomcp,wastesorting,01,32,2566599462,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
233,query_action_pomcp,wastesorting,01,33,481330159,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
234,query_action_pomcp,wastesorting,01,34,3722475659,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
235,query_action_pomcp,wastesorting,01,35,3267154761,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
236,query_action_pomcp,wastesorting,01,36,2062582486,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
237,query_action_pomcp,wastesorting,01,37,4001804605,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
238,query_action_pomcp,wastesorting,01,38,3175035907,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
239,query_action_pomcp,wastesorting,01,39,3156193605,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
240,query_action_pomcp,wastesorting,01,40,3862245153,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_01_step50/query_as_action
241,query_action_pomcp,wastesorting,02,1,2156641990,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
242,query_action_pomcp,wastesorting,02,2,715488211,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
243,query_action_pomcp,wastesorting,02,3,1273456514,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
244,query_action_pomcp,wastesorting,02,4,1679391382,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
245,query_action_pomcp,wastesorting,02,5,1315496753,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
246,query_action_pomcp,wastesorting,02,6,3794247199,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
247,query_action_pomcp,wastesorting,02,7,2628956077,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
248,query_action_pomcp,wastesorting,02,8,1669852028,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
249,query_action_pomcp,wastesorting,02,9,2314118130,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
250,query_action_pomcp,wastesorting,02,10,1150653687,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
251,query_action_pomcp,wastesorting,02,11,3820178410,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
252,query_action_pomcp,wastesorting,02,12,1684512935,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
253,query_action_pomcp,wastesorting,02,13,800159661,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
254,query_action_pomcp,wastesorting,02,14,3132007216,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
255,query_action_pomcp,wastesorting,02,15,431660203,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
256,query_action_pomcp,wastesorting,02,16,4052769592,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
257,query_action_pomcp,wastesorting,02,17,1116766657,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
258,query_action_pomcp,wastesorting,02,18,1960486937,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
259,query_action_pomcp,wastesorting,02,19,1185595584,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
260,query_action_pomcp,wastesorting,02,20,2175442287,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
261,query_action_pomcp,wastesorting,02,21,1478189300,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
262,query_action_pomcp,wastesorting,02,22,2497538083,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
263,query_action_pomcp,wastesorting,02,23,92232459,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
264,query_action_pomcp,wastesorting,02,24,3750062435,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
265,query_action_pomcp,wastesorting,02,25,3666558197,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
266,query_action_pomcp,wastesorting,02,26,4053942929,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
267,query_action_pomcp,wastesorting,02,27,1014673370,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
268,query_action_pomcp,wastesorting,02,28,3041513348,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
269,query_action_pomcp,wastesorting,02,29,3100998094,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
270,query_action_pomcp,wastesorting,02,30,2006819571,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
271,query_action_pomcp,wastesorting,02,31,604661570,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
272,query_action_pomcp,wastesorting,02,32,1859675682,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
273,query_action_pomcp,wastesorting,02,33,2681088983,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
274,query_action_pomcp,wastesorting,02,34,2903446598,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
275,query_action_pomcp,wastesorting,02,35,4138266715,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
276,query_action_pomcp,wastesorting,02,36,3361930932,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
277,query_action_pomcp,wastesorting,02,37,2679542969,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
278,query_action_pomcp,wastesorting,02,38,1191125615,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
279,query_action_pomcp,wastesorting,02,39,2226175700,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
280,query_action_pomcp,wastesorting,02,40,3749131969,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_02_step50/query_as_action
281,query_action_pomcp,wastesorting,03,1,935228514,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
282,query_action_pomcp,wastesorting,03,2,1971182115,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
283,query_action_pomcp,wastesorting,03,3,2394637227,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
284,query_action_pomcp,wastesorting,03,4,3544407771,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
285,query_action_pomcp,wastesorting,03,5,151419445,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
286,query_action_pomcp,wastesorting,03,6,878097152,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
287,query_action_pomcp,wastesorting,03,7,2160290877,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
288,query_action_pomcp,wastesorting,03,8,1263200062,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
289,query_action_pomcp,wastesorting,03,9,2442584840,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
290,query_action_pomcp,wastesorting,03,10,995062266,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
291,query_action_pomcp,wastesorting,03,11,1757091912,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
292,query_action_pomcp,wastesorting,03,12,703706258,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
293,query_action_pomcp,wastesorting,03,13,3734705447,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
294,query_action_pomcp,wastesorting,03,14,808931924,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
295,query_action_pomcp,wastesorting,03,15,1010706734,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
296,query_action_pomcp,wastesorting,03,16,1790509877,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
297,query_action_pomcp,wastesorting,03,17,1862543915,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
298,query_action_pomcp,wastesorting,03,18,2836132436,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
299,query_action_pomcp,wastesorting,03,19,4248209127,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
300,query_action_pomcp,wastesorting,03,20,1312241461,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
301,query_action_pomcp,wastesorting,03,21,1849750684,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
302,query_action_pomcp,wastesorting,03,22,3532582087,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
303,query_action_pomcp,wastesorting,03,23,1682900593,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
304,query_action_pomcp,wastesorting,03,24,2815362486,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
305,query_action_pomcp,wastesorting,03,25,408728855,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
306,query_action_pomcp,wastesorting,03,26,2192330955,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
307,query_action_pomcp,wastesorting,03,27,2090573975,50,100,20,1.0,1.0,v2,0.8704,5.0,exact_oracle,complete,experiments_logs/system_log/wastesorting/scene_03_step50/query_as_action
