run_index,domain,scene,answer_type,noisy_oracle_accuracy,noisy_oracle_error_rate,threshold,seed,max_step,runner,log_dir
1,tomato,01,human-proxy,0.0,0.0,0.8,2136003616,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,77365957,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,4120191639,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,901484035,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,3208596585,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,1731708868,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,2367617863,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,3948269698,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,1669860254,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,2130566891,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,1573906711,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,379893832,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,199535652,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,193454245,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,596853510,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,276821698,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,2219087577,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,1942428626,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,191726694,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,3652432721,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,544379801,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,1710799382,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
1,tomato,01,human-proxy,0.0,0.0,0.8,3007598442,50,ours,experiments_logs/system_log/04_answer_mode/tomato/scene_01_step50/answer_human_proxy_thres_0-8
