run,logs/wastesorting/scene_01_step50/thres_0-3,logs/wastesorting/scene_02_step50/thres_0-3,logs/wastesorting/scene_03_step50/thres_0-3,logs/wastesorting/scene_04_step50/thres_0-3,logs/wastesorting/scene_05_step50/thres_0-3
1,15.0,30.0,15.0,5.0,20.0
2,15.0,20.0,10.0,15.0,5.0
3,10.0,20.0,10.0,5.0,0.0
4,10.0,15.0,0.0,15.0,10.0
5,25.0,20.0,25.0,20.0,15.0
6,10.0,10.0,10.0,15.0,20.0
7,15.0,25.0,15.0,0.0,0.0
8,25.0,15.0,20.0,10.0,15.0
9,15.0,20.0,15.0,10.0,5.0
10,5.0,5.0,10.0,15.0,25.0
11,0.0,5.0,10.0,20.0,10.0
12,5.0,5.0,20.0,10.0,20.0
13,10.0,0.0,15.0,5.0,10.0
14,25.0,5.0,20.0,20.0,15.0
15,15.0,25.0,25.0,5.0,20.0
16,5.0,10.0,5.0,15.0,10.0
17,15.0,20.0,20.0,0.0,0.0
18,15.0,10.0,30.0,10.0,25.0
19,5.0,10.0,30.0,15.0,15.0
20,10.0,5.0,5.0,20.0,0.0
21,5.0,15.0,5.0,15.0,10.0
22,0.0,15.0,0.0,20.0,0.0
23,5.0,20.0,0.0,0.0,15.0
24,5.0,25.0,5.0,5.0,25.0
25,10.0,5.0,25.0,5.0,0.0
26,25.0,10.0,10.0,5.0,5.0
27,10.0,10.0,15.0,25.0,15.0
28,10.0,15.0,10.0,10.0,20.0
29,10.0,15.0,0.0,5.0,5.0
30,25.0,5.0,0.0,10.0,10.0
31,25.0,20.0,20.0,15.0,0.0
32,10.0,5.0,10.0,5.0,15.0
33,5.0,10.0,10.0,5.0,15.0
34,15.0,5.0,10.0,25.0,10.0
35,0.0,30.0,20.0,0.0,25.0
36,0.0,20.0,10.0,10.0,10.0
37,15.0,20.0,5.0,5.0,5.0
38,15.0,10.0,25.0,25.0,0.0
39,10.0,0.0,25.0,20.0,5.0
40,15.0,10.0,15.0,25.0,20.0
95% confidence interval,9.3405~13.9095,11.0387~15.9613,10.5880~15.9120,9.2610~13.9890,8.7257~13.7743
average reward,11.6250,13.5000,13.2500,11.6250,11.2500
