run,logs/wastesorting/scene_01_step50/thres_0-3,logs/wastesorting/scene_02_step50/thres_0-3,logs/wastesorting/scene_03_step50/thres_0-3,logs/wastesorting/scene_04_step50/thres_0-3,logs/wastesorting/scene_05_step50/thres_0-3
1,8.9331,8.3601,11.8334,53.3141,8.7791
2,9.2105,8.2899,52.3283,53.4973,8.8474
3,8.9717,9.39,51.3932,53.6318,53.5218
4,8.3487,9.8742,52.7892,54.3762,51.4298
5,12.1209,9.0408,9.9376,8.8734,54.5905
6,53.6208,52.8294,53.2704,10.4485,7.9846
7,53.173,8.1606,52.1421,53.1664,51.3341
8,11.4137,12.0937,8.2653,52.9638,10.1553
9,52.7231,10.718,9.1865,8.4542,54.9163
10,11.6128,55.0883,54.3567,54.6124,8.0844
11,6.1175,52.5501,10.0368,8.9795,52.9148
12,52.1033,54.3605,9.8712,52.8188,8.4568
13,9.0636,4.1315,11.4802,54.595,8.3885
14,8.0712,51.3778,9.3056,9.554,13.092
15,8.6924,9.4904,8.7274,13.632,8.8486
16,53.8038,53.2224,12.6816,52.0476,54.1632
17,11.5451,10.0301,8.2553,2.749,2.6976
18,52.5052,13.1315,9.0296,55.1797,8.4203
19,53.7307,52.1851,9.6044,10.9073,9.2028
20,54.8888,8.8708,51.4851,8.9376,52.6521
21,54.4777,54.295,54.4566,10.692,12.0754
22,53.4507,9.5738,54.3763,8.6414,54.4351
23,52.282,12.2264,53.3711,52.733,53.0826
24,54.8476,10.9623,54.4224,8.3157,9.4434
25,52.39,8.48,11.2354,55.1838,54.2999
26,10.116,54.7811,54.1923,6.8743,9.7081
27,52.4561,54.372,10.875,12.2166,9.6216
28,53.4164,10.3819,53.1419,11.8058,7.7143
29,55.5551,8.2895,52.4337,53.6252,54.3197
30,12.3614,52.4364,11.8949,52.7739,12.8832
31,9.1172,14.1088,10.8258,8.1199,2.8131
32,52.57,55.1221,53.8731,8.4739,8.3652
33,54.3786,54.5313,54.2307,52.4523,10.8545
34,9.1669,53.1524,54.0397,9.0607,54.9622
35,54.5533,8.5771,16.999,54.6439,8.2934
36,54.1059,9.9769,52.6275,54.0446,53.291
37,10.1985,8.9855,52.4776,9.323,10.3202
38,11.9579,52.4327,8.6686,8.1655,54.3205
39,10.1044,52.4917,10.8693,9.2864,52.3648
40,52.4475,8.2543,9.5395,9.0766,10.1817
95% confidence interval,25.9112~39.6189,20.4089~33.9224,24.0381~37.4884,22.2481~36.1643,19.9154~33.6761
average elapsed time,32.7651,27.1657,30.7633,29.2062,26.7957
