domain,policy,scene,run_index,success,planning_length,question_count,query_probability,elapsed_seconds,reward,source_file
wastesorting,all,scene_02,22,True,11.0,15.0,1.3636363636363635,8.7929,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,23,True,11.0,15.0,1.3636363636363635,9.1504,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,24,True,11.0,15.0,1.3636363636363635,9.1048,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,25,True,11.0,15.0,1.3636363636363635,9.1913,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,26,True,11.0,15.0,1.3636363636363635,9.1856,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,27,True,11.0,15.0,1.3636363636363635,9.1128,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,28,True,11.0,15.0,1.3636363636363635,8.7465,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,29,True,11.0,15.0,1.3636363636363635,9.0388,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,30,True,11.0,15.0,1.3636363636363635,9.1315,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,31,True,11.0,15.0,1.3636363636363635,9.1641,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,32,True,11.0,15.0,1.3636363636363635,9.0868,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,33,True,11.0,15.0,1.3636363636363635,9.0684,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,34,True,11.0,15.0,1.3636363636363635,9.1282,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,35,True,11.0,15.0,1.3636363636363635,9.1176,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,36,True,11.0,15.0,1.3636363636363635,9.1263,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,37,True,11.0,15.0,1.3636363636363635,8.8885,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_02,38,True,11.0,15.0,1.3636363636363635,8.9582,20.0,logs/wastesorting/scene_metrics/step_50_thres_all
