run,logs/wastesorting/scene_01_step50/thres_0-6,logs/wastesorting/scene_02_step50/thres_0-6,logs/wastesorting/scene_03_step50/thres_0-6,logs/wastesorting/scene_04_step50/thres_0-6,logs/wastesorting/scene_05_step50/thres_0-6
1,9.8291,54.7337,6.9024,10.192,9.6554
2,9.2917,9.9284,8.3494,9.1315,8.5041
3,53.9361,12.7161,5.2919,14.5115,53.1471
4,8.2536,53.703,5.399,9.4633,5.0982
5,11.6137,8.197,8.8246,53.5698,4.5099
6,8.8452,53.7236,9.3275,53.6382,52.1542
7,2.6281,10.0236,9.2113,54.594,52.3139
8,51.1036,2.6047,4.2329,54.0032,11.1755
9,53.1742,10.2617,7.9223,8.4737,53.0327
10,9.9217,52.3815,53.0323,8.0648,11.5311
11,54.3051,6.9215,9.8496,10.1299,9.2213
12,52.879,52.6589,9.6829,11.3681,8.235
13,8.8583,9.9709,8.6639,10.484,53.7577
14,8.6849,9.9454,8.0958,9.5259,10.0683
15,8.9873,9.4797,52.7776,7.9753,12.5051
16,9.3501,52.1982,53.2843,53.7379,54.8363
17,9.5552,8.8549,8.96,54.8074,10.661
18,52.8454,9.0599,53.9133,54.0667,53.8634
19,10.0218,9.9249,51.7912,55.372,53.5879
20,10.5296,52.4791,9.5197,12.1996,52.863
21,51.986,52.6081,10.716,2.6413,11.5323
22,13.4583,9.0716,10.221,10.4278,8.9841
23,54.9219,51.9856,54.4629,52.3241,8.8196
24,4.6276,9.7676,11.1396,10.0301,54.2991
25,9.0835,52.3481,4.4918,54.4128,8.2676
26,8.8583,8.8524,8.3249,8.8933,8.614
27,13.0692,13.2938,13.9744,8.6968,15.0354
28,53.2802,53.8516,8.3548,52.2704,7.6014
29,10.842,52.5479,10.0007,8.3933,8.0495
30,52.6414,53.3005,54.1661,2.6616,51.6571
31,10.6369,10.2173,53.1091,53.9829,9.0044
32,9.4634,52.3319,12.3425,9.336,55.7751
33,55.044,9.6425,54.2011,55.3225,10.9413
34,9.6203,10.9543,50.3146,10.0804,52.3543
35,8.2922,8.5986,8.0691,4.3954,9.6581
36,8.2742,54.6125,51.9498,51.8869,54.8878
37,9.6526,54.6077,15.1637,55.4545,8.1319
38,10.771,9.0446,9.5745,54.7477,9.3675
39,9.6503,52.7344,9.2636,8.6894,8.5802
40,51.4778,10.4202,8.9237,11.6791,9.7328
95% confidence interval,16.1878~28.8254,21.2249~34.8030,14.8919~27.2979,20.0963~33.9855,18.1740~31.4267
average elapsed time,22.5066,28.0139,21.0949,27.0409,24.8004
