run,logs/wastesorting/scene_01_step50/thres_0-2,logs/wastesorting/scene_02_step50/thres_0-2,logs/wastesorting/scene_03_step50/thres_0-2,logs/wastesorting/scene_04_step50/thres_0-2,logs/wastesorting/scene_05_step50/thres_0-2
1,7.305,8.2237,8.7842,8.084,55.2843
2,56.3208,54.0959,54.6033,8.7159,13.1519
3,10.1282,11.2106,13.312,54.1723,11.0983
4,8.5166,57.2076,55.3186,10.0781,9.4475
5,56.2187,10.0449,6.4505,52.3076,55.1809
6,53.1167,51.544,10.0245,2.7223,9.1319
7,52.5552,53.4613,11.0977,54.6304,11.7536
8,52.617,8.2142,10.321,53.4907,9.7557
9,52.4551,10.8934,53.7633,54.4362,8.7625
10,54.1171,9.6532,53.1818,7.893,54.5446
11,54.9077,9.8862,53.1638,53.8831,8.5689
12,54.7833,9.9361,54.1183,54.5014,8.3103
13,53.0332,12.6687,52.6415,54.8256,2.606
14,9.2507,53.0278,8.5861,9.7328,53.7041
15,10.3143,7.9785,54.1782,10.3165,8.2817
16,8.3576,10.6094,8.6393,9.5102,9.115
17,53.1326,54.2871,4.2635,8.5372,10.1509
18,4.4425,8.2867,12.3205,8.1506,2.7681
19,8.4814,8.0303,8.4275,54.3957,54.5881
20,8.3694,53.5622,9.7596,9.5657,54.0473
21,8.0775,53.0444,53.7538,16.0635,9.3979
22,52.4569,52.7699,11.1563,53.2463,11.357
23,54.1071,10.0317,8.1005,8.1704,52.94
24,14.1576,52.4183,9.8187,9.7765,11.6543
25,10.5485,54.6248,11.7805,52.4031,53.3971
26,53.3631,54.8569,8.4107,52.7947,52.9475
27,51.7947,53.0451,9.3694,52.5731,53.0025
28,54.7346,53.7583,52.9231,2.6876,54.093
29,10.6565,54.309,9.0861,52.9338,9.9983
30,52.1519,9.1622,51.3182,54.1706,54.8492
31,8.9665,53.6712,53.2412,8.9818,8.7144
32,52.4261,5.5354,10.8915,7.8888,54.3347
33,8.566,6.4106,52.7751,11.3344,53.1286
34,54.6609,52.71,52.8328,8.9252,8.3032
35,8.5278,9.3899,52.6351,53.9805,2.7561
36,8.1407,11.918,2.6083,10.2357,10.3973
37,53.3266,53.1605,11.8529,11.1716,51.3948
38,9.5281,53.2714,53.4127,54.7123,53.7482
39,9.1176,52.9558,54.7374,12.8665,9.1886
40,7.0036,54.3929,54.2096,8.1468,8.488
95% confidence interval,24.2379~38.2989,25.6557~39.5572,22.2741~36.1193,21.1207~35.0299,19.9159~33.8012
average elapsed time,31.2684,32.6065,29.1967,28.0753,26.8586
