run,logs/wastesorting/scene_01_step50/thres_0-2,logs/wastesorting/scene_02_step50/thres_0-2,logs/wastesorting/scene_03_step50/thres_0-2,logs/wastesorting/scene_04_step50/thres_0-2,logs/wastesorting/scene_05_step50/thres_0-2
1,0,1,1,1,0
2,0,0,0,1,1
3,1,1,1,0,1
4,1,0,0,1,1
5,0,1,0,0,0
6,0,0,1,0,1
7,0,0,1,0,1
8,0,1,1,0,1
9,0,1,0,0,1
10,0,1,0,1,0
11,0,1,0,0,1
12,0,1,0,0,1
13,0,1,0,0,0
14,1,0,1,1,0
15,1,1,0,1,1
16,1,1,1,1,1
17,0,0,0,1,1
18,0,1,1,1,0
19,1,1,1,0,0
20,1,0,1,1,0
21,1,0,0,1,1
22,0,0,1,0,1
23,0,1,1,1,0
24,1,0,1,1,1
25,1,0,1,0,0
26,0,0,1,0,0
27,0,0,1,0,0
28,0,0,0,0,0
29,1,0,1,0,1
30,0,1,0,0,0
31,1,0,0,1,1
32,0,0,1,1,0
33,1,0,0,1,0
34,0,0,0,1,1
35,1,1,0,0,0
36,1,1,0,1,1
37,0,0,1,1,0
38,1,0,0,0,0
39,1,0,0,1,1
40,0,0,0,1,1
95% confidence interval,0.2698~0.5802,0.2698~0.5802,0.3183~0.6317,0.3683~0.6817,0.3683~0.6817
success rate,0.4250,0.4250,0.4750,0.5250,0.5250
