run,logs/wastesorting/scene_01_step50/thres_0-2,logs/wastesorting/scene_02_step50/thres_0-2,logs/wastesorting/scene_03_step50/thres_0-2,logs/wastesorting/scene_04_step50/thres_0-2,logs/wastesorting/scene_05_step50/thres_0-2
1,8,9,9,9,50
2,50,50,50,10,15
3,11,12,15,50,12
4,9,50,50,11,10
5,50,11,7,50,50
6,50,50,11,3,10
7,50,50,12,50,13
8,50,9,12,50,11
9,50,13,50,50,10
10,50,11,50,9,50
11,50,11,50,50,9
12,50,11,50,50,9
13,50,15,50,50,3
14,10,50,9,11,50
15,12,9,50,12,9
16,9,12,10,11,10
17,50,50,5,9,11
18,5,9,15,9,3
19,9,9,10,50,50
20,9,50,11,10,50
21,9,50,50,19,10
22,50,50,12,50,13
23,50,11,9,9,50
24,16,50,12,11,13
25,12,50,14,50,50
26,50,50,9,50,50
27,50,50,10,50,50
28,50,50,50,3,50
29,12,50,10,50,11
30,50,10,50,50,50
31,10,50,50,10,10
32,50,6,12,9,50
33,10,7,50,13,50
34,50,50,50,10,9
35,9,11,50,50,3
36,9,13,3,11,12
37,50,50,13,12,50
38,11,50,50,50,50
39,10,50,50,15,10
40,8,50,50,9,9
95% confidence interval,23.6397~36.2603,25.0136~37.4364,22.0397~34.4603,20.9066~33.3434,19.6503~32.0997
average step,29.9500,31.2250,28.2500,27.1250,25.8750
