run,logs/wastesorting/scene_01_step50/thres_0-7,logs/wastesorting/scene_02_step50/thres_0-7,logs/wastesorting/scene_03_step50/thres_0-7,logs/wastesorting/scene_04_step50/thres_0-7,logs/wastesorting/scene_05_step50/thres_0-7
1,9.1318,10.6167,11.0651,9.2737,10.3441
2,8.4772,9.5322,8.9129,10.9907,9.9166
3,10.1277,8.9414,7.9646,9.3627,12.6585
4,8.4655,12.4041,9.5506,8.035,8.6716
5,11.0289,10.3983,16.7989,12.6553,10.9031
6,10.0582,8.2609,9.2121,8.551,14.9259
7,4.2704,8.7247,9.2913,9.3129,8.3909
8,9.6949,6.279,9.4917,9.9106,7.9523
9,8.3162,6.2335,8.6562,9.3506,14.0572
10,12.5294,8.265,8.5788,8.1849,11.8463
11,8.1367,8.0185,8.0762,6.4224,10.6079
12,10.7511,8.6629,9.1807,9.7282,10.5107
13,4.2017,12.6209,9.0388,8.1913,8.7755
14,8.0263,8.3164,10.5945,7.7144,9.1589
15,8.2719,8.9433,2.7714,11.3843,10.4909
16,9.131,8.1063,11.6858,8.0953,7.9769
17,8.3663,8.6534,8.1543,9.5842,12.5807
18,8.7516,8.803,4.8913,11.8369,9.5065
19,9.3581,12.472,9.5918,8.3625,8.6446
20,13.8665,8.2035,8.7859,9.4396,9.7794
21,9.7809,9.054,6.7222,11.3241,10.5087
22,5.9581,9.0562,10.3036,10.3799,8.205
23,7.8136,15.266,14.6262,12.158,8.2236
24,15.6831,9.3685,10.0384,10.4739,9.763
25,8.5136,10.4888,8.3816,8.8294,10.2187
26,10.1285,8.9332,9.1985,7.9893,11.6825
27,8.3034,9.0651,9.7647,9.3955,4.3843
28,9.4315,8.2486,8.0266,9.8287,10.4798
29,9.817,10.0937,8.8938,10.9514,10.6566
30,9.846,8.0661,9.7997,10.6397,15.4394
31,8.04,10.5133,10.6065,11.5945,10.463
32,2.6535,8.8259,8.7563,11.1629,10.8462
33,10.8989,11.9746,9.0215,8.4408,10.7106
34,10.2462,8.8851,9.8225,9.9846,9.0869
35,8.2972,9.3874,9.5294,8.7043,9.1675
36,9.5759,8.1642,8.0831,9.3109,10.8347
37,8.7875,6.8488,9.0107,9.6072,13.8891
38,8.0645,11.4253,12.6199,8.0049,14.4815
39,2.7868,7.9935,2.6393,9.1735,10.7976
40,8.7589,8.1721,9.9654,12.6214,8.0383
95% confidence interval,8.0884~9.6289,8.7508~9.8635,8.4433~9.9618,9.2236~10.1245,9.7139~11.0649
average elapsed time,8.8587,9.3072,9.2026,9.6740,10.3894
