run,logs/tomato/scene_01_step50/thres_0-4,logs/tomato/scene_02_step50/thres_0-4,logs/tomato/scene_03_step50/thres_0-4,logs/tomato/scene_04_step50/thres_0-4,logs/tomato/scene_05_step50/thres_0-4
1,47.5834,47.6138,45.5914,47.2278,16.7425
2,46.6882,43.999,48.8722,47.2377,48.4832
3,46.2661,47.1092,10.4707,46.884,47.271
4,49.3222,46.9014,46.2924,45.3679,47.0982
5,48.6203,48.6315,47.9751,49.408,47.1345
6,46.82,48.6422,47.4899,48.6932,47.7123
7,49.5388,47.3649,48.5282,48.9074,49.1776
8,48.9985,47.2535,11.155,46.9442,48.9174
9,48.1845,47.1038,46.7707,49.6546,47.5645
10,46.4104,46.6052,47.5402,48.9893,47.2125
11,46.6422,47.7244,47.8749,48.2703,49.7805
12,46.9899,8.9034,48.249,49.019,11.0416
13,47.2873,46.9937,47.7251,9.6455,48.3635
14,48.59,47.7614,47.412,48.6621,49.0775
15,47.942,49.9163,46.4031,11.9275,46.7401
16,49.2518,5.0122,46.6304,48.0158,48.8119
17,46.2417,48.2472,47.4282,48.2168,48.6702
18,10.7187,46.9061,9.8609,47.7247,47.2617
19,48.0935,48.283,46.8382,47.6165,49.6315
20,46.9939,47.5414,47.1097,48.4656,48.846
21,47.3531,47.2853,46.3505,47.3534,47.5371
22,11.2837,48.6448,47.5462,48.2133,46.7729
23,47.3728,9.521,48.5714,48.1569,47.1324
24,47.04,3.3055,49.2494,47.7758,47.6451
25,47.5674,47.0312,9.5622,46.5048,46.7249
26,48.2335,47.2979,46.3692,48.4497,48.3464
27,48.8295,47.833,47.276,47.0445,13.654
28,49.0265,47.0654,46.7302,46.3803,47.4418
29,46.327,47.3494,47.8466,47.9514,48.1279
30,49.2636,48.9839,47.4332,47.5179,47.9754
31,47.0498,48.1237,46.296,48.3115,47.2041
32,49.2143,12.5106,48.4739,49.3743,48.555
33,48.2179,48.5204,47.3737,48.1536,46.8441
34,45.6941,47.4095,49.3919,47.3305,47.3011
35,47.2596,17.3105,47.7057,48.0559,2.9832
36,48.4738,46.9583,46.8586,47.1364,11.1508
37,47.6191,14.9133,47.757,49.7667,46.7744
38,47.1492,46.249,49.1201,47.6746,46.8316
39,46.601,46.5109,48.7117,49.8669,48.7232
40,49.1902,47.6488,48.467,47.4637,45.6612
95% confidence interval,43.3655~48.4320,36.4762~45.4731,40.3092~47.3561,43.5701~48.6979,39.3706~47.0757
average elapsed time,45.8987,40.9747,43.8327,46.1340,43.2231
