run,logs/tomato/scene_01_step50/thres_0-4,logs/tomato/scene_02_step50/thres_0-4,logs/tomato/scene_03_step50/thres_0-4,logs/tomato/scene_04_step50/thres_0-4,logs/tomato/scene_05_step50/thres_0-4
1,0,0,0,0,1
2,0,0,0,0,0
3,0,0,1,0,0
4,0,0,0,0,0
5,0,0,0,0,0
6,0,0,0,0,0
7,0,0,0,0,0
8,0,0,1,0,0
9,0,0,0,0,0
10,0,0,0,0,0
11,0,0,0,0,0
12,0,1,0,0,1
13,0,0,0,1,0
14,0,0,0,0,0
15,0,0,0,1,0
16,0,0,0,0,0
17,0,0,0,0,0
18,1,0,1,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
22,1,0,0,0,0
23,0,1,0,0,0
24,0,0,0,0,0
25,0,0,1,0,0
26,0,0,0,0,0
27,0,0,0,0,1
28,0,0,0,0,0
29,0,0,0,0,0
30,0,0,0,0,0
31,0,0,0,0,0
32,0,1,0,0,0
33,0,0,0,0,0
34,0,0,0,0,0
35,0,1,0,0,0
36,0,0,0,0,1
37,0,1,0,0,0
38,0,0,0,0,0
39,0,0,0,0,0
40,0,0,0,0,0
95% confidence interval,0.0000~0.1184,0.0212~0.2288,0.0058~0.1942,0.0000~0.1184,0.0058~0.1942
success rate,0.0500,0.1250,0.1000,0.0500,0.1000
