domain,scene,seed,reference,comparison,reference_source,comparison_source,reference_success,comparison_success,questions_delta,steps_delta,seconds_delta,reward_delta
tomato,01,53,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_1/exp_tomato_20260917_055920_551752.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_1/exp_tomato_20260917_055918_873067.txt,1,1,1.0,-3.0,-1.0493,15.0
tomato,01,54,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_2/exp_tomato_20260917_055935_540991.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_2/exp_tomato_20260917_055933_847953.txt,1,1,0.0,0.0,-0.4842000000000002,10.0
tomato,01,55,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_3/exp_tomato_20260917_055950_662600.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_3/exp_tomato_20260917_055949_003543.txt,1,1,-3.0,0.0,-0.3944000000000001,0.0
tomato,01,56,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_4/exp_tomato_20260917_060005_698761.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_4/exp_tomato_20260917_060004_042193.txt,1,1,1.0,0.0,-0.4342999999999999,-20.0
tomato,01,57,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_5/exp_tomato_20260917_060021_903942.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_5/exp_tomato_20260917_060020_189224.txt,1,1,1.0,0.0,-0.42369999999999974,-10.0
tomato,01,58,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_6/exp_tomato_20260917_060039_722713.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_6/exp_tomato_20260917_060038_056592.txt,1,1,-1.0,-3.0,-0.9851999999999999,15.0
tomato,01,59,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_7/exp_tomato_20260917_060056_632101.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_7/exp_tomato_20260917_060054_989657.txt,1,1,-5.0,-3.0,-1.1376000000000002,15.0
tomato,01,60,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_8/exp_tomato_20260917_060115_777907.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_8/exp_tomato_20260917_060114_029369.txt,1,1,0.0,0.0,-0.34870000000000023,0.0
tomato,01,61,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_9/exp_tomato_20260917_060132_711785.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_9/exp_tomato_20260917_060130_642042.txt,1,1,4.0,0.0,-0.20609999999999995,0.0
tomato,01,62,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_10/exp_tomato_20260917_060153_594176.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_10/exp_tomato_20260917_060151_826066.txt,1,1,-9.0,-9.0,-2.1101,5.0
tomato,02,63,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_02/run_1/exp_tomato_20260917_060209_552403.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_02/run_1/exp_tomato_20260917_060207_898217.txt,1,1,2.0,0.0,-0.5146999999999997,0.0
tomato,02,64,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_02/run_2/exp_tomato_20260917_060225_805173.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_02/run_2/exp_tomato_20260917_060224_125059.txt,1,1,1.0,0.0,-0.4278000000000002,-20.0
tomato,02,65,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_02/run_3/exp_tomato_20260917_060250_615708.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_02/run_3/exp_tomato_20260917_060248_397373.txt,1,0,-2.0,-33.0,-9.097900000000001,150.0
tomato,02,66,0.4,0.5,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_02/run_4/exp_tomato_20260917_060322_028352.txt,experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_02/run_4/exp_tomato_20260917_060320_347332.txt,1,1,1.0,0.0,-0.4195000000000002,-10.0
