domain,condition,scene,n_attempted,n_valid,n_errors,successes,success_percent,success_ci_low,success_ci_high,success_percent_errors_as_failure,end_reasons,questions_n,questions_mean,questions_sd,questions_success_only_n,questions_success_only_mean,questions_success_only_sd,steps_n,steps_mean,steps_sd,steps_success_only_n,steps_success_only_mean,steps_success_only_sd,seconds_n,seconds_mean,seconds_sd,seconds_success_only_n,seconds_success_only_mean,seconds_success_only_sd,reward_n,reward_mean,reward_sd,reward_success_only_n,reward_success_only_mean,reward_success_only_sd
all,0.8,all,100,100,0,98,98.0,92.9988209271456,99.44980324498376,98.0,"{'GOAL DONE': 98, 'MAX STEP': 2}",100,10.43,3.924167543453122,98,10.428571428571429,3.911389659975716,100,13.75,6.233462970617585,98,13.010204081632653,3.465574134488058,100,3.75134,3.179607666827701,98,3.407184693877551,2.0811878801405026,100,7.55,25.3510205400935,98,10.918367346938776,8.505514850611592
all,0.9,all,100,100,0,98,98.0,92.9988209271456,99.44980324498376,98.0,"{'MAX STEP': 2, 'GOAL DONE': 98}",100,11.86,4.563845622793004,98,11.755102040816327,4.540905092781094,100,14.23,6.234240737712779,98,13.5,3.570353299102537,100,3.819571,3.1720716149167574,98,3.480368367346939,2.111192140654719,100,5.8,19.54947104608762,98,7.959183673469388,12.095767656623934
all,0.95,all,100,100,0,98,98.0,92.9988209271456,99.44980324498376,98.0,"{'GOAL DONE': 98, 'MAX STEP': 2}",100,13.91,5.359961932625261,98,13.591836734693878,4.877545298407601,100,15.46,6.062669345755184,98,14.755102040816327,3.5232986666808372,100,4.068976,2.993817795449061,98,3.7621571428571428,2.0928426297716918,100,3.15,20.33376800330232,98,5.510204081632653,11.720318860198534
all,0.99,all,100,100,0,99,99.0,94.55138038212945,99.82325679358594,99.0,"{'GOAL DONE': 99, 'MAX STEP': 1}",100,15.68,6.414755717023907,99,15.585858585858587,6.377591671690685,100,17.48,6.694608112337702,99,17.151515151515152,5.8629999223139855,100,4.634613,3.28051203384056,99,4.478370707070707,2.899223656860663,100,-1.05,21.20480934585217,99,-0.10101010101010101,19.05924969586381
tomato,0.8,all,50,50,0,48,96.0,86.53990931249297,98.89611156723802,96.0,"{'GOAL DONE': 48, 'MAX STEP': 2}",50,12.9,3.7156590867542723,48,13.0,3.6437063197630035,50,17.3,7.231591689755924,48,15.9375,2.6690204594131455,50,6.00649,3.1678898874938373,48,5.397804166666667,0.9975760842221795,50,4.8,35.31144232658408,48,11.5625,10.52637265522154
tomato,0.9,all,50,50,0,48,96.0,86.53990931249297,98.89611156723802,96.0,"{'MAX STEP': 2, 'GOAL DONE': 48}",50,13.44,5.083627180087309,48,13.291666666666666,5.119667265340729,50,17.54,7.434640378055983,48,16.1875,3.3047757190453164,50,6.014722,3.235448081657,48,5.413647916666667,1.2995608685472941,50,2.3,26.422972379877233,48,6.5625,15.71542980775751
tomato,0.95,all,50,50,0,48,96.0,86.53990931249297,98.89611156723802,96.0,"{'GOAL DONE': 48, 'MAX STEP': 2}",50,14.1,6.402327382941873,48,13.458333333333334,5.599993667676258,50,18.82,7.018023444049221,48,17.520833333333332,2.8731299807918234,50,6.279012,2.842840252903165,48,5.744675,1.0537555492900497,50,-5.2,25.57422171497171,48,-0.7291666666666666,12.840659463633202
tomato,0.99,all,50,50,0,49,98.0,89.50455641036218,99.64607407283539,98.0,"{'GOAL DONE': 49, 'MAX STEP': 1}",50,16.9,7.7334418242448555,49,16.73469387755102,7.723814661497909,50,22.14,6.663975647357321,49,21.571428571428573,5.369667897862337,50,7.297478,2.67994488385984,49,7.036148979591837,1.961109512827119,50,-13.4,23.265109200741975,49,-11.73469387755102,20.272904238379446
wastesorting,0.8,all,50,50,0,50,100.0,92.86524008666413,100,100.0,{'GOAL DONE': 50},50,7.96,2.203522226818153,50,7.96,2.203522226818153,50,10.2,0.6998542122237652,50,10.2,0.6998542122237652,50,1.49619,0.10782106350196087,50,1.49619,0.10782106350196087,50,10.3,6.0110442571340705,50,10.3,6.0110442571340705
wastesorting,0.9,all,50,50,0,50,100.0,92.86524008666413,100,100.0,{'GOAL DONE': 50},50,10.28,3.338336381480807,50,10.28,3.338336381480807,50,10.92,0.9441549509633317,50,10.92,0.9441549509633317,50,1.62442,0.1650549222136037,50,1.62442,0.1650549222136037,50,9.3,6.999271099076485,50,9.3,6.999271099076485
wastesorting,0.95,all,50,50,0,50,100.0,92.86524008666413,100,100.0,{'GOAL DONE': 50},50,13.72,4.120828131552676,50,13.72,4.120828131552676,50,12.1,1.4033487645991787,50,12.1,1.4033487645991787,50,1.85894,0.24329152916463267,50,1.85894,0.24329152916463267,50,11.5,6.247448458762822,50,11.5,6.247448458762822
wastesorting,0.99,all,50,50,0,50,100.0,92.86524008666413,100,100.0,{'GOAL DONE': 50},50,14.46,4.504917947564163,50,14.46,4.504917947564163,50,12.82,1.3505856628341133,50,12.82,1.3505856628341133,50,1.971748,0.29986513787748936,50,1.971748,0.29986513787748936,50,11.3,7.478540728549349,50,11.3,7.478540728549349
