domain,scene,seed,reference,comparison,reference_source,comparison_source,reference_success,comparison_success,questions_delta,steps_delta,seconds_delta,reward_delta
tomato,01,53,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_1/exp_tomato_20260917_010627_257484.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_1/exp_tomato_20260917_010647_901530.txt,1,0,-5.0,-36.0,-15.791599999999999,90.0
tomato,01,54,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_2/exp_tomato_20260917_010704_727868.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_2/exp_tomato_20260917_010709_408024.txt,1,1,0.0,0.0,0.15690000000000026,0.0
tomato,01,55,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_3/exp_tomato_20260917_010726_459323.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_3/exp_tomato_20260917_010731_589670.txt,1,1,0.0,0.0,-0.28469999999999995,-10.0
tomato,01,56,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_4/exp_tomato_20260917_010749_775595.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_4/exp_tomato_20260917_010755_497850.txt,1,1,0.0,-2.0,-0.6568000000000005,10.0
tomato,01,57,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_5/exp_tomato_20260917_010812_671007.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_5/exp_tomato_20260917_010818_756495.txt,1,1,1.0,-2.0,-0.9776999999999996,15.0
tomato,01,58,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_6/exp_tomato_20260917_010839_517256.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_6/exp_tomato_20260917_010845_442179.txt,1,1,-1.0,3.0,1.1203000000000003,35.0
tomato,01,59,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_7/exp_tomato_20260917_010911_051966.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_7/exp_tomato_20260917_010916_099635.txt,1,1,0.0,3.0,1.1603000000000003,15.0
tomato,01,60,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_8/exp_tomato_20260917_010940_680378.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_8/exp_tomato_20260917_010946_572178.txt,1,1,-1.0,1.0,0.39639999999999986,-15.0
tomato,01,61,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_9/exp_tomato_20260917_011004_600087.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_9/exp_tomato_20260917_011012_510176.txt,1,1,-10.0,-8.0,-2.7942,40.0
tomato,01,62,0.8,0.9,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-80/scene_01/run_10/exp_tomato_20260917_011031_524573.txt,experiments_logs/gamma/20260917_010622_1860115/tomato/gamma_0-90/scene_01/run_10/exp_tomato_20260917_011036_582708.txt,1,1,-5.0,3.0,1.4729999999999999,-5.0
