run,logs/tomato/scene_01_step50/thres_0-3,logs/tomato/scene_02_step50/thres_0-3,logs/tomato/scene_03_step50/thres_0-3,logs/tomato/scene_04_step50/thres_0-3,logs/tomato/scene_05_step50/thres_0-3
1,1,0,0,1,0
2,0,0,0,0,0
3,0,1,0,0,0
4,0,1,0,0,0
5,0,0,0,1,0
6,0,0,0,0,0
7,0,0,0,1,0
8,1,0,0,0,0
9,0,0,0,0,0
10,0,1,1,0,0
11,0,0,0,0,1
12,0,0,1,0,0
13,0,1,0,0,0
14,1,0,0,1,0
15,0,0,0,0,0
16,0,1,0,0,0
17,0,0,0,0,1
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,1,0,0,0
22,1,0,1,0,0
23,1,0,0,0,0
24,0,0,0,0,0
25,0,0,1,0,0
26,1,0,0,0,0
27,0,0,1,0,0
28,0,0,0,0,0
29,1,0,0,0,0
30,0,0,0,0,0
31,0,0,0,0,0
32,0,0,0,0,0
33,0,1,1,0,0
34,0,0,0,0,0
35,0,1,0,0,0
36,1,0,1,1,1
37,1,1,0,0,1
38,1,0,1,0,0
39,0,0,1,0,0
40,0,0,0,0,0
95% confidence interval,0.1141~0.3859,0.0939~0.3561,0.0939~0.3561,0.0212~0.2288,0.0058~0.1942
success rate,0.2500,0.2250,0.2250,0.1250,0.1000
