run,logs/tomato/scene_01_step50/thres_0-5,logs/tomato/scene_02_step50/thres_0-5,logs/tomato/scene_03_step50/thres_0-5,logs/tomato/scene_04_step50/thres_0-5,logs/tomato/scene_05_step50/thres_0-5
1,46.9152,46.7062,47.0837,48.9496,48.7268
2,46.9866,49.6151,48.8407,49.4734,11.504
3,47.2314,49.045,47.9943,48.8618,48.9368
4,46.4475,49.1094,14.7985,46.4978,49.7585
5,48.9781,48.9415,49.2227,48.7301,47.445
6,49.3165,48.029,46.5157,6.5064,48.1583
7,47.854,4.8095,15.0183,47.4489,46.8194
8,47.6695,12.9047,3.2318,47.1894,47.603
9,48.6569,46.997,46.9224,49.4083,47.1099
10,47.4419,47.8532,46.941,46.2898,48.8423
11,49.4608,46.1246,48.7201,45.9184,47.6369
12,47.8096,47.3309,48.7799,15.4567,21.6369
13,48.8741,48.094,48.9382,15.604,47.6255
14,47.7887,9.4476,49.0623,48.8578,50.4232
15,48.0129,48.0962,3.1435,13.028,15.6988
16,47.1504,47.8862,48.2783,48.3367,47.973
17,47.9738,49.6094,46.7924,47.654,48.3526
18,49.1624,17.5447,46.3032,48.361,48.5349
19,47.9938,49.9079,49.4149,48.5736,47.0477
20,14.4581,47.6071,48.7882,47.9814,49.0037
21,49.0439,46.9143,47.2436,49.5723,3.8463
22,48.7414,14.851,47.9651,48.7551,49.1629
23,15.5874,9.4715,46.7327,46.9963,48.0576
24,49.7477,49.1633,46.5116,48.6567,14.774
25,48.2878,17.2809,47.6457,49.0943,49.0688
26,47.3933,48.6374,46.829,11.3349,47.6943
27,49.2534,49.2449,15.8654,47.6012,48.6496
28,46.1442,18.1119,47.3033,49.3143,46.9657
29,46.7908,46.8978,48.2648,46.6474,47.036
30,48.443,12.5947,11.0624,48.8535,49.5106
31,47.7098,10.2955,48.0676,47.6211,47.2724
32,46.4525,45.6819,47.0394,47.8408,47.0793
33,46.8646,49.8715,47.6806,49.3323,48.5108
34,46.7473,15.1384,47.555,47.4621,49.2255
35,47.7403,49.1853,47.2085,19.0414,49.1176
36,48.8947,14.7278,15.6544,13.4349,48.1706
37,48.977,45.5475,48.6647,47.7369,49.2801
38,47.0142,47.0692,46.8236,48.2776,13.9459
39,49.4449,48.3443,48.4986,48.7423,47.764
40,15.0383,47.1997,48.6518,10.0881,47.7678
95% confidence interval,42.7717~48.2533,32.4706~42.6238,36.9806~45.8223,36.6952~45.5813,39.0951~46.9918
average elapsed time,45.5125,37.5472,41.4014,41.1383,43.0434
