folder,action_schema,action_count,question_count,expected_questions_per_action
logs/wastesorting/scene_01_step50/thres_0-8,ALL,0,0,0.0000
logs/wastesorting/scene_02_step50/thres_0-8,ALL,0,0,0.0000
logs/wastesorting/scene_03_step50/thres_0-8,ALL,0,0,0.0000
logs/wastesorting/scene_04_step50/thres_0-8,ALL,0,0,0.0000
logs/wastesorting/scene_05_step50/thres_0-8,ALL,0,0,0.0000
TOTAL,ALL,0,0,0.0000
