global_index,pair_id,domain,scene,iteration,threshold,seed
673,62,tomato,2,22,0.1,1019822566
674,62,tomato,2,22,0.2,1019822566
675,62,tomato,2,22,0.3,1019822566
676,62,tomato,2,22,0.4,1019822566
677,62,tomato,2,22,0.5,1019822566
678,62,tomato,2,22,0.6,1019822566
679,62,tomato,2,22,0.7,1019822566
680,62,tomato,2,22,0.8,1019822566
681,62,tomato,2,22,0.9,1019822566
682,62,tomato,2,22,1.0,1019822566
683,63,tomato,2,23,0.0,2820428781
684,63,tomato,2,23,0.1,2820428781
685,63,tomato,2,23,0.2,2820428781
686,63,tomato,2,23,0.3,2820428781
687,63,tomato,2,23,0.4,2820428781
688,63,tomato,2,23,0.5,2820428781
689,63,tomato,2,23,0.6,2820428781
690,63,tomato,2,23,0.7,2820428781
691,63,tomato,2,23,0.8,2820428781
692,63,tomato,2,23,0.9,2820428781
693,63,tomato,2,23,1.0,2820428781
694,64,tomato,2,24,0.0,1941084019
695,64,tomato,2,24,0.1,1941084019
696,64,tomato,2,24,0.2,1941084019
697,64,tomato,2,24,0.3,1941084019
698,64,tomato,2,24,0.4,1941084019
699,64,tomato,2,24,0.5,1941084019
700,64,tomato,2,24,0.6,1941084019
701,64,tomato,2,24,0.7,1941084019
702,64,tomato,2,24,0.8,1941084019
703,64,tomato,2,24,0.9,1941084019
704,64,tomato,2,24,1.0,1941084019
705,65,tomato,2,25,0.0,2304751192
706,65,tomato,2,25,0.1,2304751192
707,65,tomato,2,25,0.2,2304751192
708,65,tomato,2,25,0.3,2304751192
709,65,tomato,2,25,0.4,2304751192
710,65,tomato,2,25,0.5,2304751192
711,65,tomato,2,25,0.6,2304751192
712,65,tomato,2,25,0.7,2304751192
713,65,tomato,2,25,0.8,2304751192
714,65,tomato,2,25,0.9,2304751192
715,65,tomato,2,25,1.0,2304751192
716,66,tomato,2,26,0.0,89522107
717,66,tomato,2,26,0.1,89522107
718,66,tomato,2,26,0.2,89522107
719,66,tomato,2,26,0.3,89522107
720,66,tomato,2,26,0.4,89522107
721,66,tomato,2,26,0.5,89522107
722,66,tomato,2,26,0.6,89522107
723,66,tomato,2,26,0.7,89522107
724,66,tomato,2,26,0.8,89522107
725,66,tomato,2,26,0.9,89522107
726,66,tomato,2,26,1.0,89522107
727,67,tomato,2,27,0.0,1813263350
728,67,tomato,2,27,0.1,1813263350
729,67,tomato,2,27,0.2,1813263350
730,67,tomato,2,27,0.3,1813263350
731,67,tomato,2,27,0.4,1813263350
732,67,tomato,2,27,0.5,1813263350
733,67,tomato,2,27,0.6,1813263350
734,67,tomato,2,27,0.7,1813263350
735,67,tomato,2,27,0.8,1813263350
736,67,tomato,2,27,0.9,1813263350
737,67,tomato,2,27,1.0,1813263350
738,68,tomato,2,28,0.0,970377951
739,68,tomato,2,28,0.1,970377951
740,68,tomato,2,28,0.2,970377951
741,68,tomato,2,28,0.3,970377951
742,68,tomato,2,28,0.4,970377951
743,68,tomato,2,28,0.5,970377951
744,68,tomato,2,28,0.6,970377951
745,68,tomato,2,28,0.7,970377951
746,68,tomato,2,28,0.8,970377951
747,68,tomato,2,28,0.9,970377951
748,68,tomato,2,28,1.0,970377951
749,69,tomato,2,29,0.0,451363999
750,69,tomato,2,29,0.1,451363999
751,69,tomato,2,29,0.2,451363999
752,69,tomato,2,29,0.3,451363999
753,69,tomato,2,29,0.4,451363999
754,69,tomato,2,29,0.5,451363999
755,69,tomato,2,29,0.6,451363999
756,69,tomato,2,29,0.7,451363999
757,69,tomato,2,29,0.8,451363999
758,69,tomato,2,29,0.9,451363999
759,69,tomato,2,29,1.0,451363999
760,70,tomato,2,30,0.0,3830590298
761,70,tomato,2,30,0.1,3830590298
762,70,tomato,2,30,0.2,3830590298
763,70,tomato,2,30,0.3,3830590298
764,70,tomato,2,30,0.4,3830590298
765,70,tomato,2,30,0.5,3830590298
766,70,tomato,2,30,0.6,3830590298
767,70,tomato,2,30,0.7,3830590298
768,70,tomato,2,30,0.8,3830590298
769,70,tomato,2,30,0.9,3830590298
770,70,tomato,2,30,1.0,3830590298
771,71,tomato,2,31,0.0,1392660813
772,71,tomato,2,31,0.1,1392660813
773,71,tomato,2,31,0.2,1392660813
774,71,tomato,2,31,0.3,1392660813
775,71,tomato,2,31,0.4,1392660813
776,71,tomato,2,31,0.5,1392660813
777,71,tomato,2,31,0.6,1392660813
778,71,tomato,2,31,0.7,1392660813
779,71,tomato,2,31,0.8,1392660813
780,71,tomato,2,31,0.9,1392660813
781,71,tomato,2,31,1.0,1392660813
782,72,tomato,2,32,0.0,1681212431
783,72,tomato,2,32,0.1,1681212431
784,72,tomato,2,32,0.2,1681212431
785,72,tomato,2,32,0.3,1681212431
786,72,tomato,2,32,0.4,1681212431
787,72,tomato,2,32,0.5,1681212431
788,72,tomato,2,32,0.6,1681212431
789,72,tomato,2,32,0.7,1681212431
790,72,tomato,2,32,0.8,1681212431
791,72,tomato,2,32,0.9,1681212431
792,72,tomato,2,32,1.0,1681212431
793,73,tomato,2,33,0.0,3519628253
794,73,tomato,2,33,0.1,3519628253
795,73,tomato,2,33,0.2,3519628253
796,73,tomato,2,33,0.3,3519628253
797,73,tomato,2,33,0.4,3519628253
798,73,tomato,2,33,0.5,3519628253
799,73,tomato,2,33,0.6,3519628253
800,73,tomato,2,33,0.7,3519628253
801,73,tomato,2,33,0.8,3519628253
802,73,tomato,2,33,0.9,3519628253
803,73,tomato,2,33,1.0,3519628253
804,74,tomato,2,34,0.0,613684651
805,74,tomato,2,34,0.1,613684651
806,74,tomato,2,34,0.2,613684651
807,74,tomato,2,34,0.3,613684651
808,74,tomato,2,34,0.4,613684651
809,74,tomato,2,34,0.5,613684651
810,74,tomato,2,34,0.6,613684651
811,74,tomato,2,34,0.7,613684651
812,74,tomato,2,34,0.8,613684651
813,74,tomato,2,34,0.9,613684651
814,74,tomato,2,34,1.0,613684651
815,75,tomato,2,35,0.0,3373756800
816,75,tomato,2,35,0.1,3373756800
817,75,tomato,2,35,0.2,3373756800
818,75,tomato,2,35,0.3,3373756800
819,75,tomato,2,35,0.4,3373756800
820,75,tomato,2,35,0.5,3373756800
821,75,tomato,2,35,0.6,3373756800
822,75,tomato,2,35,0.7,3373756800
823,75,tomato,2,35,0.8,3373756800
824,75,tomato,2,35,0.9,3373756800
825,75,tomato,2,35,1.0,3373756800
826,76,tomato,2,36,0.0,1619123911
827,76,tomato,2,36,0.1,1619123911
828,76,tomato,2,36,0.2,1619123911
829,76,tomato,2,36,0.3,1619123911
830,76,tomato,2,36,0.4,1619123911
831,76,tomato,2,36,0.5,1619123911
832,76,tomato,2,36,0.6,1619123911
833,76,tomato,2,36,0.7,1619123911
834,76,tomato,2,36,0.8,1619123911
835,76,tomato,2,36,0.9,1619123911
836,76,tomato,2,36,1.0,1619123911
837,77,tomato,2,37,0.0,3336765346
838,77,tomato,2,37,0.1,3336765346
839,77,tomato,2,37,0.2,3336765346
840,77,tomato,2,37,0.3,3336765346
841,77,tomato,2,37,0.4,3336765346
842,77,tomato,2,37,0.5,3336765346
843,77,tomato,2,37,0.6,3336765346
844,77,tomato,2,37,0.7,3336765346
845,77,tomato,2,37,0.8,3336765346
846,77,tomato,2,37,0.9,3336765346
847,77,tomato,2,37,1.0,3336765346
848,78,tomato,2,38,0.0,1107543067
849,78,tomato,2,38,0.1,1107543067
850,78,tomato,2,38,0.2,1107543067
851,78,tomato,2,38,0.3,1107543067
852,78,tomato,2,38,0.4,1107543067
853,78,tomato,2,38,0.5,1107543067
854,78,tomato,2,38,0.6,1107543067
855,78,tomato,2,38,0.7,1107543067
856,78,tomato,2,38,0.8,1107543067
857,78,tomato,2,38,0.9,1107543067
858,78,tomato,2,38,1.0,1107543067
859,79,tomato,2,39,0.0,421189051
860,79,tomato,2,39,0.1,421189051
861,79,tomato,2,39,0.2,421189051
862,79,tomato,2,39,0.3,421189051
863,79,tomato,2,39,0.4,421189051
864,79,tomato,2,39,0.5,421189051
865,79,tomato,2,39,0.6,421189051
866,79,tomato,2,39,0.7,421189051
867,79,tomato,2,39,0.8,421189051
868,79,tomato,2,39,0.9,421189051
869,79,tomato,2,39,1.0,421189051
870,80,tomato,2,40,0.0,1841035675
871,80,tomato,2,40,0.1,1841035675
872,80,tomato,2,40,0.2,1841035675
873,80,tomato,2,40,0.3,1841035675
874,80,tomato,2,40,0.4,1841035675
875,80,tomato,2,40,0.5,1841035675
876,80,tomato,2,40,0.6,1841035675
877,80,tomato,2,40,0.7,1841035675
878,80,tomato,2,40,0.8,1841035675
879,80,tomato,2,40,0.9,1841035675
880,80,tomato,2,40,1.0,1841035675
881,81,tomato,3,1,0.0,2383478958
882,81,tomato,3,1,0.1,2383478958
883,81,tomato,3,1,0.2,2383478958
884,81,tomato,3,1,0.3,2383478958
885,81,tomato,3,1,0.4,2383478958
886,81,tomato,3,1,0.5,2383478958
887,81,tomato,3,1,0.6,2383478958
888,81,tomato,3,1,0.7,2383478958
889,81,tomato,3,1,0.8,2383478958
890,81,tomato,3,1,0.9,2383478958
891,81,tomato,3,1,1.0,2383478958
892,82,tomato,3,2,0.0,567981937
893,82,tomato,3,2,0.1,567981937
894,82,tomato,3,2,0.2,567981937
895,82,tomato,3,2,0.3,567981937
896,82,tomato,3,2,0.4,567981937
897,82,tomato,3,2,0.5,567981937
898,82,tomato,3,2,0.6,567981937
899,82,tomato,3,2,0.7,567981937
900,82,tomato,3,2,0.8,567981937
901,82,tomato,3,2,0.9,567981937
902,82,tomato,3,2,1.0,567981937
903,83,tomato,3,3,0.0,3319265700
904,83,tomato,3,3,0.1,3319265700
905,83,tomato,3,3,0.2,3319265700
906,83,tomato,3,3,0.3,3319265700
907,83,tomato,3,3,0.4,3319265700
908,83,tomato,3,3,0.5,3319265700
909,83,tomato,3,3,0.6,3319265700
910,83,tomato,3,3,0.7,3319265700
911,83,tomato,3,3,0.8,3319265700
912,83,tomato,3,3,0.9,3319265700
913,83,tomato,3,3,1.0,3319265700
914,84,tomato,3,4,0.0,733042780
915,84,tomato,3,4,0.1,733042780
916,84,tomato,3,4,0.2,733042780
917,84,tomato,3,4,0.3,733042780
918,84,tomato,3,4,0.4,733042780
919,84,tomato,3,4,0.5,733042780
920,84,tomato,3,4,0.6,733042780
921,84,tomato,3,4,0.7,733042780
922,84,tomato,3,4,0.8,733042780
923,84,tomato,3,4,0.9,733042780
924,84,tomato,3,4,1.0,733042780
925,85,tomato,3,5,0.0,2316109467
926,85,tomato,3,5,0.1,2316109467
927,85,tomato,3,5,0.2,2316109467
928,85,tomato,3,5,0.3,2316109467
929,85,tomato,3,5,0.4,2316109467
930,85,tomato,3,5,0.5,2316109467
931,85,tomato,3,5,0.6,2316109467
932,85,tomato,3,5,0.7,2316109467
933,85,tomato,3,5,0.8,2316109467
934,85,tomato,3,5,0.9,2316109467
935,85,tomato,3,5,1.0,2316109467
936,86,tomato,3,6,0.0,1283699732
937,86,tomato,3,6,0.1,1283699732
938,86,tomato,3,6,0.2,1283699732
939,86,tomato,3,6,0.3,1283699732
940,86,tomato,3,6,0.4,1283699732
941,86,tomato,3,6,0.5,1283699732
942,86,tomato,3,6,0.6,1283699732
943,86,tomato,3,6,0.7,1283699732
944,86,tomato,3,6,0.8,1283699732
945,86,tomato,3,6,0.9,1283699732
946,86,tomato,3,6,1.0,1283699732
947,87,tomato,3,7,0.0,677347965
948,87,tomato,3,7,0.1,677347965
949,87,tomato,3,7,0.2,677347965
950,87,tomato,3,7,0.3,677347965
951,87,tomato,3,7,0.4,677347965
952,87,tomato,3,7,0.5,677347965
953,87,tomato,3,7,0.6,677347965
954,87,tomato,3,7,0.7,677347965
955,87,tomato,3,7,0.8,677347965
956,87,tomato,3,7,0.9,677347965
957,87,tomato,3,7,1.0,677347965
958,88,tomato,3,8,0.0,449477030
959,88,tomato,3,8,0.1,449477030
960,88,tomato,3,8,0.2,449477030
961,88,tomato,3,8,0.3,449477030
962,88,tomato,3,8,0.4,449477030
963,88,tomato,3,8,0.5,449477030
964,88,tomato,3,8,0.6,449477030
965,88,tomato,3,8,0.7,449477030
966,88,tomato,3,8,0.8,449477030
967,88,tomato,3,8,0.9,449477030
968,88,tomato,3,8,1.0,449477030
969,89,tomato,3,9,0.0,1653424595
970,89,tomato,3,9,0.1,1653424595
971,89,tomato,3,9,0.2,1653424595
972,89,tomato,3,9,0.3,1653424595
973,89,tomato,3,9,0.4,1653424595
974,89,tomato,3,9,0.5,1653424595
975,89,tomato,3,9,0.6,1653424595
976,89,tomato,3,9,0.7,1653424595
977,89,tomato,3,9,0.8,1653424595
978,89,tomato,3,9,0.9,1653424595
979,89,tomato,3,9,1.0,1653424595
980,90,tomato,3,10,0.0,3890247539
981,90,tomato,3,10,0.1,3890247539
982,90,tomato,3,10,0.2,3890247539
983,90,tomato,3,10,0.3,3890247539
984,90,tomato,3,10,0.4,3890247539
985,90,tomato,3,10,0.5,3890247539
986,90,tomato,3,10,0.6,3890247539
987,90,tomato,3,10,0.7,3890247539
988,90,tomato,3,10,0.8,3890247539
989,90,tomato,3,10,0.9,3890247539
990,90,tomato,3,10,1.0,3890247539
991,91,tomato,3,11,0.0,627055066
992,91,tomato,3,11,0.1,627055066
993,91,tomato,3,11,0.2,627055066
994,91,tomato,3,11,0.3,627055066
995,91,tomato,3,11,0.4,627055066
996,91,tomato,3,11,0.5,627055066
997,91,tomato,3,11,0.6,627055066
998,91,tomato,3,11,0.7,627055066
999,91,tomato,3,11,0.8,627055066
1000,91,tomato,3,11,0.9,627055066
1001,91,tomato,3,11,1.0,627055066
1002,92,tomato,3,12,0.0,1825022175
1003,92,tomato,3,12,0.1,1825022175
1004,92,tomato,3,12,0.2,1825022175
1005,92,tomato,3,12,0.3,1825022175
1006,92,tomato,3,12,0.4,1825022175
1007,92,tomato,3,12,0.5,1825022175
1008,92,tomato,3,12,0.6,1825022175
1009,92,tomato,3,12,0.7,1825022175
1010,92,tomato,3,12,0.8,1825022175
1011,92,tomato,3,12,0.9,1825022175
1012,92,tomato,3,12,1.0,1825022175
1013,93,tomato,3,13,0.0,675355429
1014,93,tomato,3,13,0.1,675355429
1015,93,tomato,3,13,0.2,675355429
1016,93,tomato,3,13,0.3,675355429
1017,93,tomato,3,13,0.4,675355429
1018,93,tomato,3,13,0.5,675355429
1019,93,tomato,3,13,0.6,675355429
1020,93,tomato,3,13,0.7,675355429
1021,93,tomato,3,13,0.8,675355429
1022,93,tomato,3,13,0.9,675355429
1023,93,tomato,3,13,1.0,675355429
1024,94,tomato,3,14,0.0,733029769
1025,94,tomato,3,14,0.1,733029769
1026,94,tomato,3,14,0.2,733029769
1027,94,tomato,3,14,0.3,733029769
1028,94,tomato,3,14,0.4,733029769
1029,94,tomato,3,14,0.5,733029769
1030,94,tomato,3,14,0.6,733029769
1031,94,tomato,3,14,0.7,733029769
1032,94,tomato,3,14,0.8,733029769
1033,94,tomato,3,14,0.9,733029769
1034,94,tomato,3,14,1.0,733029769
1035,95,tomato,3,15,0.0,1617611586
1036,95,tomato,3,15,0.1,1617611586
1037,95,tomato,3,15,0.2,1617611586
1038,95,tomato,3,15,0.3,1617611586
1039,95,tomato,3,15,0.4,1617611586
1040,95,tomato,3,15,0.5,1617611586
1041,95,tomato,3,15,0.6,1617611586
1042,95,tomato,3,15,0.7,1617611586
1043,95,tomato,3,15,0.8,1617611586
1044,95,tomato,3,15,0.9,1617611586
1045,95,tomato,3,15,1.0,1617611586
1046,96,tomato,3,16,0.0,3211682944
1047,96,tomato,3,16,0.1,3211682944
1048,96,tomato,3,16,0.2,3211682944
1049,96,tomato,3,16,0.3,3211682944
1050,96,tomato,3,16,0.4,3211682944
1051,96,tomato,3,16,0.5,3211682944
1052,96,tomato,3,16,0.6,3211682944
1053,96,tomato,3,16,0.7,3211682944
1054,96,tomato,3,16,0.8,3211682944
1055,96,tomato,3,16,0.9,3211682944
1056,96,tomato,3,16,1.0,3211682944
1057,97,tomato,3,17,0.0,2140565312
1058,97,tomato,3,17,0.1,2140565312
1059,97,tomato,3,17,0.2,2140565312
1060,97,tomato,3,17,0.3,2140565312
1061,97,tomato,3,17,0.4,2140565312
1062,97,tomato,3,17,0.5,2140565312
1063,97,tomato,3,17,0.6,2140565312
1064,97,tomato,3,17,0.7,2140565312
1065,97,tomato,3,17,0.8,2140565312
1066,97,tomato,3,17,0.9,2140565312
1067,97,tomato,3,17,1.0,2140565312
1068,98,tomato,3,18,0.0,4209815673
1069,98,tomato,3,18,0.1,4209815673
1070,98,tomato,3,18,0.2,4209815673
1071,98,tomato,3,18,0.3,4209815673
1072,98,tomato,3,18,0.4,4209815673
1073,98,tomato,3,18,0.5,4209815673
1074,98,tomato,3,18,0.6,4209815673
1075,98,tomato,3,18,0.7,4209815673
1076,98,tomato,3,18,0.8,4209815673
1077,98,tomato,3,18,0.9,4209815673
1078,98,tomato,3,18,1.0,4209815673
1079,99,tomato,3,19,0.0,1512320255
1080,99,tomato,3,19,0.1,1512320255
1081,99,tomato,3,19,0.2,1512320255
1082,99,tomato,3,19,0.3,1512320255
1083,99,tomato,3,19,0.4,1512320255
1084,99,tomato,3,19,0.5,1512320255
1085,99,tomato,3,19,0.6,1512320255
1086,99,tomato,3,19,0.7,1512320255
1087,99,tomato,3,19,0.8,1512320255
1088,99,tomato,3,19,0.9,1512320255
1089,99,tomato,3,19,1.0,1512320255
1090,100,tomato,3,20,0.0,3010071644
1091,100,tomato,3,20,0.1,3010071644
1092,100,tomato,3,20,0.2,3010071644
1093,100,tomato,3,20,0.3,3010071644
1094,100,tomato,3,20,0.4,3010071644
1095,100,tomato,3,20,0.5,3010071644
1096,100,tomato,3,20,0.6,3010071644
1097,100,tomato,3,20,0.7,3010071644
1098,100,tomato,3,20,0.8,3010071644
1099,100,tomato,3,20,0.9,3010071644
1100,100,tomato,3,20,1.0,3010071644
1101,101,tomato,3,21,0.0,2001617176
1102,101,tomato,3,21,0.1,2001617176
1103,101,tomato,3,21,0.2,2001617176
1104,101,tomato,3,21,0.3,2001617176
1105,101,tomato,3,21,0.4,2001617176
1106,101,tomato,3,21,0.5,2001617176
1107,101,tomato,3,21,0.6,2001617176
1108,101,tomato,3,21,0.7,2001617176
1109,101,tomato,3,21,0.8,2001617176
1110,101,tomato,3,21,0.9,2001617176
1111,101,tomato,3,21,1.0,2001617176
1112,102,tomato,3,22,0.0,2694186000
1113,102,tomato,3,22,0.1,2694186000
1114,102,tomato,3,22,0.2,2694186000
1115,102,tomato,3,22,0.3,2694186000
1116,102,tomato,3,22,0.4,2694186000
1117,102,tomato,3,22,0.5,2694186000
1118,102,tomato,3,22,0.6,2694186000
1119,102,tomato,3,22,0.7,2694186000
1120,102,tomato,3,22,0.8,2694186000
1121,102,tomato,3,22,0.9,2694186000
1122,102,tomato,3,22,1.0,2694186000
1123,103,tomato,3,23,0.0,3716548567
1124,103,tomato,3,23,0.1,3716548567
1125,103,tomato,3,23,0.2,3716548567
1126,103,tomato,3,23,0.3,3716548567
1127,103,tomato,3,23,0.4,3716548567
1128,103,tomato,3,23,0.5,3716548567
1129,103,tomato,3,23,0.6,3716548567
1130,103,tomato,3,23,0.7,3716548567
1131,103,tomato,3,23,0.8,3716548567
1132,103,tomato,3,23,0.9,3716548567
1133,103,tomato,3,23,1.0,3716548567
1134,104,tomato,3,24,0.0,3741226715
1135,104,tomato,3,24,0.1,3741226715
1136,104,tomato,3,24,0.2,3741226715
1137,104,tomato,3,24,0.3,3741226715
1138,104,tomato,3,24,0.4,3741226715
1139,104,tomato,3,24,0.5,3741226715
1140,104,tomato,3,24,0.6,3741226715
1141,104,tomato,3,24,0.7,3741226715
1142,104,tomato,3,24,0.8,3741226715
1143,104,tomato,3,24,0.9,3741226715
1144,104,tomato,3,24,1.0,3741226715
1145,105,tomato,3,25,0.0,2595602282
1146,105,tomato,3,25,0.1,2595602282
1147,105,tomato,3,25,0.2,2595602282
1148,105,tomato,3,25,0.3,2595602282
1149,105,tomato,3,25,0.4,2595602282
1150,105,tomato,3,25,0.5,2595602282
1151,105,tomato,3,25,0.6,2595602282
1152,105,tomato,3,25,0.7,2595602282
1153,105,tomato,3,25,0.8,2595602282
1154,105,tomato,3,25,0.9,2595602282
1155,105,tomato,3,25,1.0,2595602282
1156,106,tomato,3,26,0.0,3576929114
1157,106,tomato,3,26,0.1,3576929114
1158,106,tomato,3,26,0.2,3576929114
1159,106,tomato,3,26,0.3,3576929114
1160,106,tomato,3,26,0.4,3576929114
1161,106,tomato,3,26,0.5,3576929114
1162,106,tomato,3,26,0.6,3576929114
1163,106,tomato,3,26,0.7,3576929114
1164,106,tomato,3,26,0.8,3576929114
1165,106,tomato,3,26,0.9,3576929114
1166,106,tomato,3,26,1.0,3576929114
1167,107,tomato,3,27,0.0,510056638
1168,107,tomato,3,27,0.1,510056638
1169,107,tomato,3,27,0.2,510056638
1170,107,tomato,3,27,0.3,510056638
1171,107,tomato,3,27,0.4,510056638
1172,107,tomato,3,27,0.5,510056638
1173,107,tomato,3,27,0.6,510056638
1174,107,tomato,3,27,0.7,510056638
1175,107,tomato,3,27,0.8,510056638
1176,107,tomato,3,27,0.9,510056638
1177,107,tomato,3,27,1.0,510056638
1178,108,tomato,3,28,0.0,1005112013
1179,108,tomato,3,28,0.1,1005112013
1180,108,tomato,3,28,0.2,1005112013
1181,108,tomato,3,28,0.3,1005112013
1182,108,tomato,3,28,0.4,1005112013
1183,108,tomato,3,28,0.5,1005112013
1184,108,tomato,3,28,0.6,1005112013
1185,108,tomato,3,28,0.7,1005112013
1186,108,tomato,3,28,0.8,1005112013
1187,108,tomato,3,28,0.9,1005112013
1188,108,tomato,3,28,1.0,1005112013
1189,109,tomato,3,29,0.0,3700992060
1190,109,tomato,3,29,0.1,3700992060
1191,109,tomato,3,29,0.2,3700992060
1192,109,tomato,3,29,0.3,3700992060
1193,109,tomato,3,29,0.4,3700992060
1194,109,tomato,3,29,0.5,3700992060
1195,109,tomato,3,29,0.6,3700992060
1196,109,tomato,3,29,0.7,3700992060
1197,109,tomato,3,29,0.8,3700992060
1198,109,tomato,3,29,0.9,3700992060
1199,109,tomato,3,29,1.0,3700992060
1200,110,tomato,3,30,0.0,2059817391
1201,110,tomato,3,30,0.1,2059817391
1202,110,tomato,3,30,0.2,2059817391
1203,110,tomato,3,30,0.3,2059817391
1204,110,tomato,3,30,0.4,2059817391
1205,110,tomato,3,30,0.5,2059817391
1206,110,tomato,3,30,0.6,2059817391
1207,110,tomato,3,30,0.7,2059817391
1208,110,tomato,3,30,0.8,2059817391
1209,110,tomato,3,30,0.9,2059817391
1210,110,tomato,3,30,1.0,2059817391
1211,111,tomato,3,31,0.0,794384113
1212,111,tomato,3,31,0.1,794384113
1213,111,tomato,3,31,0.2,794384113
1214,111,tomato,3,31,0.3,794384113
1215,111,tomato,3,31,0.4,794384113
1216,111,tomato,3,31,0.5,794384113
1217,111,tomato,3,31,0.6,794384113
1218,111,tomato,3,31,0.7,794384113
1219,111,tomato,3,31,0.8,794384113
1220,111,tomato,3,31,0.9,794384113
1221,111,tomato,3,31,1.0,794384113
1222,112,tomato,3,32,0.0,1766059984
1223,112,tomato,3,32,0.1,1766059984
1224,112,tomato,3,32,0.2,1766059984
1225,112,tomato,3,32,0.3,1766059984
1226,112,tomato,3,32,0.4,1766059984
1227,112,tomato,3,32,0.5,1766059984
1228,112,tomato,3,32,0.6,1766059984
1229,112,tomato,3,32,0.7,1766059984
1230,112,tomato,3,32,0.8,1766059984
1231,112,tomato,3,32,0.9,1766059984
1232,112,tomato,3,32,1.0,1766059984
1233,113,tomato,3,33,0.0,1735254181
1234,113,tomato,3,33,0.1,1735254181
1235,113,tomato,3,33,0.2,1735254181
1236,113,tomato,3,33,0.3,1735254181
1237,113,tomato,3,33,0.4,1735254181
1238,113,tomato,3,33,0.5,1735254181
1239,113,tomato,3,33,0.6,1735254181
1240,113,tomato,3,33,0.7,1735254181
1241,113,tomato,3,33,0.8,1735254181
1242,113,tomato,3,33,0.9,1735254181
1243,113,tomato,3,33,1.0,1735254181
1244,114,tomato,3,34,0.0,406356441
1245,114,tomato,3,34,0.1,406356441
1246,114,tomato,3,34,0.2,406356441
1247,114,tomato,3,34,0.3,406356441
1248,114,tomato,3,34,0.4,406356441
1249,114,tomato,3,34,0.5,406356441
1250,114,tomato,3,34,0.6,406356441
1251,114,tomato,3,34,0.7,406356441
1252,114,tomato,3,34,0.8,406356441
1253,114,tomato,3,34,0.9,406356441
1254,114,tomato,3,34,1.0,406356441
1255,115,tomato,3,35,0.0,1466216801
1256,115,tomato,3,35,0.1,1466216801
1257,115,tomato,3,35,0.2,1466216801
1258,115,tomato,3,35,0.3,1466216801
1259,115,tomato,3,35,0.4,1466216801
1260,115,tomato,3,35,0.5,1466216801
1261,115,tomato,3,35,0.6,1466216801
1262,115,tomato,3,35,0.7,1466216801
1263,115,tomato,3,35,0.8,1466216801
1264,115,tomato,3,35,0.9,1466216801
1265,115,tomato,3,35,1.0,1466216801
1266,116,tomato,3,36,0.0,317379239
1267,116,tomato,3,36,0.1,317379239
1268,116,tomato,3,36,0.2,317379239
1269,116,tomato,3,36,0.3,317379239
1270,116,tomato,3,36,0.4,317379239
1271,116,tomato,3,36,0.5,317379239
1272,116,tomato,3,36,0.6,317379239
1273,116,tomato,3,36,0.7,317379239
1274,116,tomato,3,36,0.8,317379239
1275,116,tomato,3,36,0.9,317379239
1276,116,tomato,3,36,1.0,317379239
1277,117,tomato,3,37,0.0,32127892
1278,117,tomato,3,37,0.1,32127892
1279,117,tomato,3,37,0.2,32127892
1280,117,tomato,3,37,0.3,32127892
1281,117,tomato,3,37,0.4,32127892
1282,117,tomato,3,37,0.5,32127892
1283,117,tomato,3,37,0.6,32127892
1284,117,tomato,3,37,0.7,32127892
1285,117,tomato,3,37,0.8,32127892
1286,117,tomato,3,37,0.9,32127892
1287,117,tomato,3,37,1.0,32127892
1288,118,tomato,3,38,0.0,1227771793
1289,118,tomato,3,38,0.1,1227771793
1290,118,tomato,3,38,0.2,1227771793
1291,118,tomato,3,38,0.3,1227771793
1292,118,tomato,3,38,0.4,1227771793
1293,118,tomato,3,38,0.5,1227771793
1294,118,tomato,3,38,0.6,1227771793
1295,118,tomato,3,38,0.7,1227771793
1296,118,tomato,3,38,0.8,1227771793
1297,118,tomato,3,38,0.9,1227771793
1298,118,tomato,3,38,1.0,1227771793
1299,119,tomato,3,39,0.0,3590408271
1300,119,tomato,3,39,0.1,3590408271
1301,119,tomato,3,39,0.2,3590408271
1302,119,tomato,3,39,0.3,3590408271
1303,119,tomato,3,39,0.4,3590408271
1304,119,tomato,3,39,0.5,3590408271
1305,119,tomato,3,39,0.6,3590408271
1306,119,tomato,3,39,0.7,3590408271
1307,119,tomato,3,39,0.8,3590408271
1308,119,tomato,3,39,0.9,3590408271
1309,119,tomato,3,39,1.0,3590408271
1310,120,tomato,3,40,0.0,3094820814
1311,120,tomato,3,40,0.1,3094820814
1312,120,tomato,3,40,0.2,3094820814
1313,120,tomato,3,40,0.3,3094820814
1314,120,tomato,3,40,0.4,3094820814
1315,120,tomato,3,40,0.5,3094820814
1316,120,tomato,3,40,0.6,3094820814
1317,120,tomato,3,40,0.7,3094820814
1318,120,tomato,3,40,0.8,3094820814
1319,120,tomato,3,40,0.9,3094820814
1320,120,tomato,3,40,1.0,3094820814
1321,121,tomato,4,1,0.0,2164370449
1322,121,tomato,4,1,0.1,2164370449
1323,121,tomato,4,1,0.2,2164370449
1324,121,tomato,4,1,0.3,2164370449
1325,121,tomato,4,1,0.4,2164370449
1326,121,tomato,4,1,0.5,2164370449
1327,121,tomato,4,1,0.6,2164370449
1328,121,tomato,4,1,0.7,2164370449
1329,121,tomato,4,1,0.8,2164370449
1330,121,tomato,4,1,0.9,2164370449
